tmdb_film_id,iso_639_1,,,
14757,en,,,
14770,en,,,
14793,en,,,
14793,is,,,
14794,en,,,
14794,la,,,
14799,en,,,
14807,en,,,
14807,fr,,,
14823,en,,,
14837,en,,,
14904,en,,,
14940,en,,,
14976,en,,,
14978,en,,,
15013,en,,,
15030,en,,,
15067,ko,,,
15077,zh,,,
15083,he,,,
15083,yi,,,
15119,en,,,
15121,en,,,
15126,fr,,,
15184,en,,,
15184,it,,,
15185,en,,,
15247,en,,,
15247,sq,,,
15260,en,,,
15283,ja,,,
15362,en,,,
15362,fr,,,
15362,hu,,,
15370,ja,,,
15387,cs,,,
15394,de,,,
15394,en,,,
15402,en,,,
15484,en,,,
15661,en,,,
15661,ru,,,
15675,en,,,
15703,en,,,
15712,fr,,,
15742,en,,,
15742,hu,,,
15742,ru,,,
15782,he,,,
15804,zh,,,
15824,da,,,
15859,ko,,,
15865,es,,,
15961,da,,,
16070,en,,,
16074,bo,,,
16074,zh,,,
16077,en,,,
16092,es,,,
16103,de,,,
16103,en,,,
16131,en,,,
16135,en,,,
16135,fr,,,
16137,fr,,,
16151,en,,,
16170,is,,,
16240,en,,,
16305,en,,,
16307,en,,,
16350,en,,,
16351,de,,,
16351,en,,,
16351,fr,,,
16351,hy,,,
16351,tr,,,
16372,en,,,
16382,es,,,
16391,en,,,
16391,hi,,,
16410,en,,,
16429,en,,,
16447,ko,,,
16523,en,,,
16550,de,,,
16550,en,,,
16550,it,,,
16563,en,,,
16605,en,,,
16636,en,,,
16642,en,,,
16646,ru,,,
16664,ja,,,
16725,en,,,
16727,bn,,,
16727,cs,,,
16727,en,,,
16727,fr,,,
16727,hi,,,
16730,en,,,
16730,he,,,
16730,zu,,,
16804,ja,,,
16859,ja,,,
16998,en,,,
16998,fr,,,
16998,zh,,,
17003,en,,,
17003,es,,,
17077,fi,,,
17077,sv,,,
17078,de,,,
17078,fa,,,
17247,es,,,
17295,ar,,,
17295,en,,,
17295,fr,,,
17295,it,,,
17359,pt,,,
17376,fr,,,
17388,en,,,
17388,it,,,
17388,ru,,,
17431,en,,,
17431,es,,,
17452,en,,,
17460,fr,,,
17479,ce,,,
17479,ru,,,
17609,en,,,
17609,hu,,,
17631,it,,,
17771,en,,,
17771,fr,,,
17835,en,,,
17835,ru,,,
17889,en,,,
17889,es,,,
17962,ja,,,
17965,en,,,
17985,da,,,
18030,en,,,
18072,en,,,
18079,es,,,
18094,en,,,
18117,en,,,
18148,ja,,,
18183,es,,,
18200,en,,,
18200,es,,,
18200,fr,,,
18219,es,,,
18219,it,,,
18232,zh,,,
18290,en,,,
18311,zh,,,
18320,en,,,
18320,hu,,,
18329,cn,,,
18329,es,,,
18329,zh,,,
18381,fr,,,
18385,zh,,,
18412,fr,,,
18421,tr,,,
18436,en,,,
18460,fr,,,
18497,ar,,,
18497,es,,,
18497,fr,,,
18533,en,,,
18570,en,,,
18595,en,,,
18602,en,,,
18602,es,,,
18620,en,,,
18671,en,,,
18704,ko,,,
18704,zh,,,
18711,en,,,
18747,en,,,
18747,zh,,,
18764,cn,,,
18764,ru,,,
18764,zh,,,
18774,en,,,
18817,zh,,,
18858,en,,,
18893,en,,,
18898,en,,,
18900,en,,,
18939,cs,,,
18979,en,,,
18984,en,,,
19072,en,,,
19255,en,,,
19265,en,,,
19265,it,,,
19348,en,,,
19426,it,,,
19460,es,,,
19490,en,,,
19490,fr,,,
19521,fr,,,
19542,en,,,
19542,fr,,,
19666,en,,,
19666,hi,,,
19666,it,,,
19666,ur,,,
19833,cs,,,
19833,en,,,
19833,es,,,
19884,ja,,,
19935,cn,,,
19935,en,,,
19935,pt,,,
19935,zh,,,
19939,zh,,,
20017,de,,,
20021,en,,,
20024,en,,,
20024,fr,,,
20068,de,,,
20069,it,,,
20128,de,,,
20128,en,,,
20128,hu,,,
20128,sr,,,
20139,en,,,
20152,is,,,
20156,en,,,
20156,es,,,
20186,en,,,
20285,da,,,
20285,sv,,,
20316,es,,,
20334,en,,,
20345,it,,,
20357,en,,,
20357,fr,,,
20379,en,,,
20379,fr,,,
20379,it,,,
20379,pt,,,
20405,en,,,
20422,en,,,
20496,hi,,,
20535,hi,,,
20537,en,,,
20565,en,,,
20595,de,,,
20595,en,,,
20595,hu,,,
20604,en,,,
20617,ja,,,
20620,en,,,
20689,en,,,
20748,en,,,
20748,ne,,,
20764,en,,,
20764,es,,,
20764,it,,,
20766,en,,,
20778,fr,,,
20912,de,,,
20912,en,,,
20912,es,,,
20941,es,,,
21043,es,,,
21145,fr,,,
21156,cs,,,
21189,en,,,
21189,es,,,
21189,fr,,,
21191,es,,,
21191,pl,,,
21200,fr,,,
21290,en,,,
21345,en,,,
21345,zh,,,
21348,de,,,
21348,fr,,,
21383,en,,,
21409,es,,,
21450,en,,,
21451,en,,,
21490,ja,,,
21494,fr,,,
21494,hu,,,
21564,en,,,
21575,ar,,,
21575,co,,,
21575,fr,,,
21613,ja,,,
21616,es,,,
21631,en,,,
21665,hi,,,
21755,cs,,,
21755,en,,,
21755,fr,,,
21755,ja,,,
21755,cs,,,
21755,en,,,
21755,fr,,,
21755,ja,,,
21781,ko,,,
21810,en,,,
21950,en,,,
21968,en,,,
21991,en,,,
21991,fr,,,
21991,it,,,
22014,ar,,,
22014,fr,,,
22016,fr,,,
22074,en,,,
22074,pl,,,
22137,da,,,
22137,it,,,
22137,sv,,,
22152,en,,,
22200,en,,,
22215,en,,,
22238,ar,,,
22238,he,,,
22238,ru,,,
22274,fr,,,
22274,it,,,
22366,en,,,
22373,it,,,
22490,en,,,
22490,fr,,,
22498,en,,,
22536,en,,,
22536,fr,,,
22536,ko,,,
22584,en,,,
22584,fr,,,
22617,en,,,
22617,fr,,,
22617,it,,,
22638,en,,,
22638,fr,,,
22694,en,,,
22707,en,,,
22751,da,,,
22751,de,,,
22751,el,,,
22751,en,,,
22751,fi,,,
22751,is,,,
22751,no,,,
22751,sv,,,
22800,en,,,
22908,en,,,
22916,es,,,
22947,en,,,
22972,ar,,,
22972,en,,,
23044,en,,,
23098,en,,,
23305,hi,,,
23488,en,,,
23488,pl,,,
23488,ru,,,
23514,de,,,
23514,en,,,
23514,es,,,
23550,it,,,
23550,tr,,,
23676,de,,,
23676,en,,,
23676,es,,,
23676,fi,,,
23676,it,,,
23676,zh,,,
23720,en,,,
23750,en,,,
23825,en,,,
23908,de,,,
23908,en,,,
23924,en,,,
23949,en,,,
23949,hu,,,
23965,de,,,
23965,en,,,
23999,en,,,
24022,es,,,
24066,en,,,
24128,en,,,
24134,en,,,
24159,ro,,,
24159,ro,,,
24164,it,,,
24164,it,,,
24165,it,,,
24166,en,,,
24166,fr,,,
24166,zh,,,
24167,de,,,
24167,it,,,
24170,en,,,
24170,fr,,,
24171,ar,,,
24171,fr,,,
24177,it,,,
24180,fr,,,
24180,it,,,
24190,fr,,,
24192,it,,,
24192,it,,,
24238,en,,,
24238,yi,,,
24253,fr,,,
24253,it,,,
24253,sv,,,
24253,fr,,,
24253,it,,,
24253,sv,,,
24259,fr,,,
24276,en,,,
24276,it,,,
24403,en,,,
24403,ja,,,
24403,zh,,,
24424,ar,,,
24424,he,,,
24458,en,,,
24458,fr,,,
24461,en,,,
24469,en,,,
24525,en,,,
24653,it,,,
24657,en,,,
24657,fr,,,
24657,sv,,,
24684,en,,,
24747,en,,,
24747,fr,,,
24814,es,,,
24936,en,,,
24955,sv,,,
25037,de,,,
25037,en,,,
25037,fr,,,
25048,en,,,
25050,ja,,,
25062,en,,,
25103,en,,,
25112,en,,,
25142,ru,,,
25205,fr,,,
25205,ru,,,
25237,be,,,
25237,de,,,
25237,ru,,,
25300,it,,,
25312,en,,,
25350,en,,,
25350,ru,,,
25355,en,,,
25355,fr,,,
25376,es,,,
25403,it,,,
25461,en,,,
25461,es,,,
25466,es,,,
25500,fr,,,
25504,en,,,
25508,cs,,,
25508,en,,,
25520,en,,,
25520,fr,,,
25532,es,,,
25538,en,,,
25538,ja,,,
25538,zh,,,
25627,en,,,
25627,it,,,
25627,en,,,
25627,it,,,
25636,en,,,
25660,ko,,,
25673,en,,,
25783,en,,,
25783,es,,,
25793,en,,,
25793,it,,,
25795,es,,,
25846,en,,,
25846,it,,,
25858,ja,,,
25868,hi,,,
25911,es,,,
25911,fr,,,
25922,es,,,
25956,es,,,
25985,en,,,
25985,es,,,
25985,fr,,,
26005,cn,,,
26030,fr,,,
26036,en,,,
26039,en,,,
26039,es,,,
26165,es,,,
26191,de,,,
26191,fr,,,
26247,hi,,,
26247,ta,,,
26273,en,,,
26280,fr,,,
26338,fr,,,
26347,ar,,,
26347,es,,,
26347,fr,,,
26347,he,,,
26347,sh,,,
26356,it,,,
26488,de,,,
26488,es,,,
26513,en,,,
26518,en,,,
26535,en,,,
26564,en,,,
26606,en,,,
26610,no,,,
26610,sv,,,
26617,en,,,
26638,it,,,
26639,en,,,
26639,hu,,,
26813,bo,,,
26816,en,,,
26816,es,,,
26824,en,,,
26824,es,,,
26825,en,,,
26864,es,,,
26888,en,,,
26901,de,,,
26901,en,,,
26912,en,,,
27007,en,,,
27030,fr,,,
27062,zh,,,
27069,de,,,
27069,en,,,
27099,fr,,,
27099,ru,,,
27104,it,,,
27104,tr,,,
27141,de,,,
27141,en,,,
27141,yi,,,
27142,fr,,,
27197,ja,,,
27221,en,,,
27378,de,,,
27432,en,,,
27453,en,,,
27567,es,,,
27583,en,,,
27585,en,,,
27585,es,,,
27744,ar,,,
27744,en,,,
27744,he,,,
27787,ar,,,
27787,en,,,
27787,he,,,
27857,en,,,
27904,th,,,
27936,fr,,,
27936,pl,,,
28162,en,,,
28171,en,,,
28171,fa,,,
28171,pl,,,
28171,ps,,,
28204,es,,,
28213,fr,,,
28216,en,,,
28219,en,,,
28273,en,,,
28273,ja,,,
28307,en,,,
28430,en,,,
28436,en,,,
28448,en,,,
28463,fr,,,
28478,es,,,
28519,en,,,
28644,es,,,
28644,qu,,,
28698,en,,,
28705,he,,,
28784,en,,,
28801,en,,,
28894,en,,,
28988,ku,,,
29005,en,,,
29005,es,,,
29047,en,,,
29138,en,,,
29138,ku,,,
29138,tr,,,
29264,es,,,
29269,ja,,,
29270,fa,,,
29270,ku,,,
29291,de,,,
29291,en,,,
29291,fr,,,
29456,da,,,
29456,sv,,,
29568,es,,,
29568,fr,,,
29572,en,,,
29572,fr,,,
29572,it,,,
29572,ro,,,
29572,ru,,,
29572,yi,,,
29595,en,,,
29698,en,,,
29702,it,,,
29785,en,,,
29845,en,,,
29845,it,,,
29933,de,,,
29933,pl,,,
29960,en,,,
29963,en,,,
29963,hu,,,
29972,zh,,,
29982,en,,,
30014,en,,,
30018,ko,,,
30082,en,,,
30125,es,,,
30145,en,,,
30145,es,,,
30182,no,,,
30192,en,,,
30237,en,,,
30239,de,,,
30239,it,,,
30309,en,,,
30363,en,,,
30363,fr,,,
30368,ja,,,
30431,en,,,
30432,de,,,
30432,fr,,,
30432,hu,,,
30497,en,,,
30535,it,,,
30586,en,,,
30596,cn,,,
30596,en,,,
30596,zh,,,
30651,es,,,
30774,en,,,
30867,en,,,
30970,ar,,,
30970,de,,,
30970,en,,,
30970,fr,,,
30970,ro,,,
30994,en,,,
31023,es,,,
31026,tr,,,
31032,ro,,,
31041,en,,,
31064,en,,,
31152,en,,,
31262,en,,,
31262,fr,,,
31325,fr,,,
31353,fr,,,
31417,fr,,,
31516,en,,,
31522,fr,,,
31587,en,,,
31589,ja,,,
31712,en,,,
31767,en,,,
31822,es,,,
31850,ko,,,
31875,en,,,
31875,ru,,,
31900,fr,,,
31952,en,,,
31965,en,,,
32015,en,,,
32015,es,,,
32040,en,,,
32042,en,,,
32084,ar,,,
32084,en,,,
32084,fr,,,
32084,he,,,
32092,ar,,,
32092,en,,,
32092,fr,,,
32117,it,,,
32118,es,,,
32235,en,,,
32274,en,,,
32329,en,,,
32451,en,,,
32499,en,,,
32511,ro,,,
32547,es,,,
32590,en,,,
32604,en,,,
32604,fr,,,
32604,hu,,,
32604,it,,,
32604,ro,,,
32618,cs,,,
32640,en,,,
32646,en,,,
32687,fr,,,
32689,fr,,,
32695,es,,,
32695,ko,,,
32695,ru,,,
32847,en,,,
32847,pt,,,
32961,en,,,
32961,fr,,,
32961,pt,,,
33095,fr,,,
33104,hi,,,
33227,es,,,
33247,en,,,
33273,en,,,
33273,es,,,
33273,eu,,,
33294,da,,,
33302,fr,,,
33333,ja,,,
33421,en,,,
33491,fr,,,
33504,es,,,
33511,en,,,
33560,en,,,
33613,sv,,,
33665,en,,,
33765,de,,,
33765,en,,,
33774,en,,,
33774,es,,,
33823,en,,,
33916,cs,,,
33954,it,,,
33954,it,,,
34015,en,,,
34019,ja,,,
34025,en,,,
34029,en,,,
34030,en,,,
34045,de,,,
34045,en,,,
34045,fr,,,
34070,sv,,,
34106,en,,,
34106,ru,,,
34148,en,,,
34208,hu,,,
34208,ro,,,
34220,it,,,
34282,en,,,
34389,ar,,,
34389,ku,,,
34444,de,,,
34444,en,,,
34574,en,,,
34584,de,,,
34584,en,,,
34594,de,,,
34594,es,,,
34594,fr,,,
34594,it,,,
34647,en,,,
34647,ja,,,
34653,en,,,
34653,es,,,
34689,en,,,
34787,en,,,
34787,ja,,,
34836,en,,,
34899,vi,,,
34985,es,,,
35030,en,,,
35080,en,,,
35124,es,,,
35125,de,,,
35172,fr,,,
35454,en,,,
35555,en,,,
35619,bs,,,
35619,de,,,
35619,en,,,
35619,sr,,,
35651,de,,,
35717,fr,,,
35780,en,,,
35824,en,,,
35837,en,,,
35837,es,,,
35837,fr,,,
35867,bn,,,
35894,es,,,
36048,en,,,
36102,it,,,
36143,fr,,,
36194,en,,,
36206,en,,,
36206,es,,,
36206,zh,,,
36210,zh,,,
36211,es,,,
36234,en,,,
36246,ja,,,
36262,en,,,
36262,fr,,,
36265,es,,,
36610,es,,,
36610,es,,,
36615,zh,,,
36645,en,,,
36645,fr,,,
36645,it,,,
36719,fr,,,
36719,hu,,,
36758,en,,,
36758,it,,,
36791,de,,,
36791,en,,,
36791,fa,,,
36811,en,,,
36871,ja,,,
36872,ja,,,
36922,de,,,
36971,es,,,
37028,en,,,
37082,en,,,
37165,en,,,
37169,de,,,
37169,en,,,
37169,ja,,,
37181,de,,,
37181,fa,,,
37209,en,,,
37230,en,,,
37232,dz,,,
37234,en,,,
37285,th,,,
37288,ko,,,
37368,en,,,
37414,en,,,
37495,ar,,,
37495,en,,,
37495,es,,,
37640,en,,,
37645,en,,,
37645,fr,,,
37653,fr,,,
37659,en,,,
37662,en,,,
37691,en,,,
37691,es,,,
37711,ja,,,
37748,en,,,
37748,es,,,
37748,it,,,
37797,ja,,,
37799,en,,,
37810,he,,,
37810,yi,,,
37842,fr,,,
37867,es,,,
37903,de,,,
37903,it,,,
37903,la,,,
37903,pl,,,
37933,ja,,,
38027,en,,,
38047,ja,,,
38091,es,,,
38325,ru,,,
38327,it,,,
38365,en,,,
38368,fr,,,
38368,th,,,
38384,en,,,
38413,en,,,
38414,fr,,,
38568,en,,,
38608,en,,,
38608,ka,,,
38643,en,,,
38645,en,,,
38684,en,,,
38688,en,,,
38688,es,,,
38724,en,,,
38810,el,,,
38874,en,,,
38874,es,,,
38874,fr,,,
38874,la,,,
38874,pt,,,
38879,fr,,,
38884,ca,,,
38884,en,,,
38884,es,,,
38911,en,,,
38961,en,,,
38984,en,,,
38984,fr,,,
38984,ru,,,
38987,en,,,
39013,en,,,
39023,id,,,
39141,en,,,
39141,hu,,,
39196,eu,,,
39210,en,,,
39210,it,,,
39312,en,,,
39358,en,,,
39376,ro,,,
39378,es,,,
39387,cs,,,
39428,en,,,
39452,en,,,
39452,fr,,,
39489,es,,,
39504,bm,,,
39504,fr,,,
39507,en,,,
39561,pl,,,
39781,en,,,
39800,en,,,
39816,en,,,
39816,hi,,,
39851,en,,,
39885,ja,,,
39891,en,,,
40074,en,,,
40074,es,,,
40244,en,,,
40247,en,,,
40421,en,,,
40421,es,,,
40421,fr,,,
40427,fa,,,
40429,es,,,
40476,he,,,
40620,de,,,
40620,en,,,
40623,cs,,,
40623,fr,,,
40623,it,,,
40751,cn,,,
40751,zh,,,
40794,it,,,
40794,it,,,
40844,en,,,
40880,en,,,
40925,en,,,
40938,es,,,
40998,en,,,
40998,si,,,
40998,ta,,,
41089,en,,,
41089,es,,,
41110,en,,,
41110,it,,,
41110,ru,,,
41123,fr,,,
41165,en,,,
41184,en,,,
41201,en,,,
41201,es,,,
41201,fr,,,
41201,gd,,,
41248,es,,,
41248,fr,,,
41250,en,,,
41277,fr,,,
41292,zh,,,
41330,en,,,
41330,es,,,
41391,da,,,
41411,de,,,
41411,fr,,,
41411,yi,,,
41425,ca,,,
41426,en,,,
41462,en,,,
41462,es,,,
41504,fr,,,
41508,de,,,
41508,en,,,
41508,he,,,
41508,hu,,,
41508,pl,,,
41508,yi,,,
41566,en,,,
41593,it,,,
41772,en,,,
41799,en,,,
41821,zh,,,
41823,en,,,
41947,en,,,
41951,en,,,
41951,fr,,,
41967,en,,,
41967,is,,,
42013,en,,,
42093,de,,,
42093,en,,,
42093,fr,,,
42139,es,,,
42142,de,,,
42156,en,,,
42188,en,,,
42188,fr,,,
42208,de,,,
42232,en,,,
42241,la,,,
42296,en,,,
42380,cn,,,
42420,it,,,
42449,en,,,
42449,fr,,,
42449,vi,,,
42611,de,,,
42611,en,,,
42611,fr,,,
42612,en,,,
42641,en,,,
42641,es,,,
42641,fr,,,
42691,it,,,
42696,sh,,,
42719,en,,,
42719,it,,,
42739,en,,,
42839,en,,,
42881,en,,,
42943,en,,,
43028,en,,,
43088,zh,,,
43271,es,,,
43322,pl,,,
43423,fa,,,
43432,es,,,
43434,ar,,,
43434,de,,,
43434,en,,,
43434,es,,,
43434,fr,,,
43434,hu,,,
43434,ja,,,
43434,ru,,,
43444,it,,,
43461,en,,,
43541,es,,,
43612,fr,,,
43614,fr,,,
43619,ca,,,
43619,en,,,
43619,fr,,,
43654,en,,,
43751,es,,,
43765,fa,,,
43771,fa,,,
43772,fa,,,
43904,fr,,,
43904,ru,,,
43936,fr,,,
43936,km,,,
43940,en,,,
43940,es,,,
43943,en,,,
43969,fa,,,
43978,fa,,,
44003,ar,,,
44003,bg,,,
44003,en,,,
44003,fr,,,
44003,it,,,
44003,sh,,,
44003,tr,,,
44007,es,,,
44009,en,,,
44027,en,,,
44069,fa,,,
44102,ar,,,
44104,ar,,,
44104,en,,,
44104,he,,,
44104,it,,,
44115,en,,,
44132,fr,,,
44132,it,,,
44135,en,,,
44160,tr,,,
44196,en,,,
44214,en,,,
44214,fr,,,
44214,it,,,
44246,de,,,
44246,tr,,,
44264,en,,,
44284,ar,,,
44284,fr,,,
44316,de,,,
44316,en,,,
44316,he,,,
44358,el,,,
44358,en,,,
44379,fr,,,
44407,en,,,
44408,fr,,,
44487,en,,,
44490,en,,,
44502,en,,,
44502,pt,,,
44513,ru,,,
44524,fr,,,
44539,fr,,,
44549,en,,,
44549,hi,,,
44559,de,,,
44559,en,,,
44559,fr,,,
44560,zh,,,
44629,en,,,
44639,en,,,
44674,fr,,,
44708,zh,,,
44716,da,,,
44716,en,,,
44716,ru,,,
44716,sv,,,
44768,ja,,,
44793,fr,,,
44853,en,,,
44878,cy,,,
44878,en,,,
44898,ar,,,
44898,en,,,
44898,he,,,
44912,en,,,
44944,en,,,
44967,ru,,,
44986,en,,,
44989,es,,,
45044,fr,,,
45126,fr,,,
45269,en,,,
45480,cn,,,
45484,zh,,,
45595,en,,,
45698,pl,,,
45714,en,,,
45935,cn,,,
45958,cn,,,
45958,es,,,
45958,wo,,,
45958,zh,,,
46105,en,,,
46138,en,,,
46146,nb,,,
46207,fr,,,
46296,da,,,
46326,fr,,,
46332,ar,,,
46332,fr,,,
46427,en,,,
46435,de,,,
46435,en,,,
46435,fr,,,
46435,it,,,
46435,ja,,,
46466,fr,,,
46535,it,,,
46594,ru,,,
46633,en,,,
46686,en,,,
46689,en,,,
46689,pt,,,
46705,en,,,
46712,es,,,
46712,es,,,
46738,ar,,,
46738,en,,,
46738,fr,,,
46761,fr,,,
46785,fa,,,
46798,en,,,
46798,es,,,
46798,ko,,,
46820,es,,,
46831,fr,,,
46837,en,,,
46909,bg,,,
46909,en,,,
46918,ja,,,
46934,en,,,
46991,fr,,,
46993,pt,,,
47007,es,,,
47069,en,,,
47075,en,,,
47105,ar,,,
47105,es,,,
47105,fr,,,
47105,hu,,,
47105,sk,,,
47105,tr,,,
47137,ca,,,
47137,es,,,
47138,it,,,
47143,en,,,
47143,fr,,,
47143,ko,,,
47143,ru,,,
47186,en,,,
47186,fr,,,
47192,en,,,
47192,es,,,
47225,es,,,
47226,fr,,,
47226,zh,,,
47244,fr,,,
47261,es,,,
47261,pt,,,
47298,es,,,
47324,ar,,,
47387,cs,,,
47387,sk,,,
47426,en,,,
47426,es,,,
47426,pt,,,
47439,fr,,,
47458,en,,,
47499,fr,,,
47549,es,,,
47576,en,,,
47576,es,,,
47595,fr,,,
47595,sv,,,
47694,zh,,,
47707,es,,,
47714,it,,,
47735,sv,,,
47796,it,,,
47869,en,,,
47904,ar,,,
47904,en,,,
47904,fr,,,
47909,ko,,,
47943,fr,,,
47959,en,,,
47959,es,,,
47959,fr,,,
47959,it,,,
47964,en,,,
47964,ru,,,
48034,fr,,,
48035,da,,,
48121,en,,,
48121,es,,,
48121,fr,,,
48121,it,,,
48121,pt,,,
48139,es,,,
48151,en,,,
48217,fr,,,
48231,en,,,
48233,hi,,,
48243,ar,,,
48243,en,,,
48243,pl,,,
48303,de,,,
48303,en,,,
48303,fr,,,
48303,it,,,
48395,en,,,
48395,fi,,,
48395,fr,,,
48417,cn,,,
48594,es,,,
48831,fr,,,
48895,ko,,,
48999,es,,,
49009,en,,,
49009,pl,,,
49009,ru,,,
49014,en,,,
49020,en,,,
49104,ar,,,
49104,en,,,
49104,fr,,,
49104,he,,,
49152,it,,,
49167,ar,,,
49167,fr,,,
49168,ar,,,
49168,he,,,
49168,tr,,,
49256,es,,,
49267,en,,,
49393,pt,,,
49517,en,,,
49680,he,,,
49680,ka,,,
49681,es,,,
49681,ko,,,
49681,yi,,,
49687,it,,,
49689,he,,,
49696,fr,,,
49696,it,,,
49696,ro,,,
49824,fr,,,
49931,fr,,,
49936,en,,,
49952,en,,,
49956,en,,,
49977,sv,,,
49982,cn,,,
49982,ja,,,
49982,zh,,,
50004,es,,,
50035,en,,,
50152,ru,,,
50272,es,,,
50420,en,,,
50476,ko,,,
50542,zh,,,
50627,en,,,
50650,cn,,,
50837,en,,,
51071,fr,,,
51079,en,,,
51141,de,,,
51141,sv,,,
51241,fr,,,
51244,fr,,,
51276,ru,,,
51378,es,,,
51409,de,,,
51409,en,,,
51447,fr,,,
51484,cn,,,
51548,es,,,
51618,en,,,
51619,en,,,
51739,ja,,,
51775,cn,,,
51857,es,,,
51865,fr,,,
51971,fr,,,
51976,es,,,
51992,en,,,
51992,fr,,,
51994,en,,,
52014,cy,,,
52014,en,,,
52014,es,,,
52032,en,,,
52036,en,,,
52103,zh,,,
52274,es,,,
52322,es,,,
52620,en,,,
52654,en,,,
52654,it,,,
52717,fr,,,
52799,es,,,
53110,en,,,
53124,es,,,
53244,fr,,,
53267,ko,,,
53315,en,,,
53344,en,,,
53399,it,,,
53457,de,,,
53457,en,,,
53457,fr,,,
53457,it,,,
53457,yi,,,
53487,fr,,,
53487,hu,,,
53596,es,,,
53659,en,,,
53659,en,,,
53750,es,,,
53850,en,,,
53960,pt,,,
53961,pt,,,
53996,en,,,
54012,fr,,,
54144,es,,,
54178,zh,,,
54186,ja,,,
54530,ar,,,
54580,de,,,
54580,es,,,
54659,ko,,,
54837,es,,,
54898,fr,,,
54976,es,,,
55003,fr,,,
55003,ln,,,
55244,en,,,
55372,fr,,,
55372,it,,,
55613,en,,,
55616,en,,,
55650,sv,,,
55720,en,,,
55720,es,,,
55785,en,,,
55785,fr,,,
55903,fr,,,
55912,de,,,
55912,en,,,
55955,en,,,
56137,en,,,
56137,gd,,,
56180,es,,,
56271,en,,,
56345,de,,,
56358,de,,,
56418,ar,,,
56418,de,,,
56418,es,,,
56486,de,,,
56542,de,,,
56575,cn,,,
56746,es,,,
56807,ar,,,
56812,es,,,
56815,es,,,
56947,fr,,,
56959,it,,,
57022,en,,,
57120,en,,,
57243,es,,,
57243,fr,,,
57387,fr,,,
57389,it,,,
57403,en,,,
57403,fr,,,
57403,pt,,,
57406,en,,,
57413,es,,,
57489,es,,,
57521,ca,,,
57521,es,,,
57544,es,,,
57602,fr,,,
57703,ja,,,
57978,en,,,
58062,en,,,
58089,it,,,
58429,es,,,
58496,en,,,
58496,fr,,,
58496,ja,,,
58496,pt,,,
58656,it,,,
58857,ja,,,
58946,es,,,
59065,en,,,
59213,es,,,
59266,en,,,
59436,de,,,
59436,en,,,
59436,es,,,
59436,fr,,,
59678,de,,,
59678,en,,,
59678,fr,,,
59917,en,,,
59995,en,,,
60025,fr,,,
60141,pt,,,
60243,fa,,,
60395,en,,,
60421,fa,,,
60531,fr,,,
60567,bn,,,
60670,fr,,,
60812,cn,,,
60812,zh,,,
61222,fr,,,
61302,en,,,
61302,gd,,,
61401,en,,,
61461,it,,,
61485,zh,,,
61631,es,,,
61663,fr,,,
61667,de,,,
61667,en,,,
61667,es,,,
61667,fr,,,
61667,it,,,
61667,la,,,
61667,pl,,,
61718,en,,,
61718,es,,,
61770,en,,,
61820,fa,,,
62215,en,,,
62321,el,,,
62364,es,,,
62463,en,,,
62580,fr,,,
62676,en,,,
62691,ja,,,
62915,es,,,
63100,en,,,
63115,en,,,
63311,en,,,
63311,es,,,
63498,en,,,
63498,es,,,
63498,fr,,,
63579,en,,,
63585,en,,,
63611,es,,,
63687,es,,,
63831,fr,,,
63923,id,,,
63923,jv,,,
63946,fr,,,
63946,ln,,,
64074,en,,,
64189,fr,,,
64209,es,,,
64310,fr,,,
64403,it,,,
64403,pt,,,
64450,tl,,,
64462,es,,,
64481,fr,,,
64586,en,,,
64621,en,,,
64649,ja,,,
64682,en,,,
64689,en,,,
64690,en,,,
64720,en,,,
64835,it,,,
64900,en,,,
64900,fr,,,
64900,ru,,,
65057,en,,,
65057,fr,,,
65229,fr,,,
65296,en,,,
65296,fr,,,
65318,ko,,,
65749,es,,,
65754,cs,,,
65754,en,,,
65754,fr,,,
65754,sv,,,
65795,en,,,
65795,es,,,
65795,fr,,,
66150,en,,,
66765,en,,,
67297,de,,,
67297,es,,,
67297,ru,,,
67367,fr,,,
67381,fr,,,
67385,fr,,,
67588,en,,,
67748,en,,,
67794,en,,,
67885,en,,,
67913,en,,,
67913,ga,,,
68442,ko,,,
68569,en,,,
68718,de,,,
68718,en,,,
68718,fr,,,
68722,en,,,
68727,en,,,
68727,fr,,,
68818,en,,,
68818,es,,,
68818,hu,,,
68818,pl,,,
69122,sv,,,
69141,en,,,
69324,en,,,
69340,en,,,
69605,en,,,
70443,fr,,,
70637,en,,,
70670,da,,,
70670,en,,,
70670,no,,,
70670,ru,,,
70763,en,,,
70925,en,,,
70954,en,,,
70954,fr,,,
71157,ar,,,
71157,fr,,,
71559,fr,,,
71688,en,,,
71786,ca,,,
71786,es,,,
71801,es,,,
71859,en,,,
72083,es,,,
72113,en,,,
72277,en,,,
72383,en,,,
72383,fr,,,
72392,ko,,,
72553,es,,,
72566,en,,,
72711,en,,,
72721,en,,,
72721,es,,,
72900,es,,,
72917,fr,,,
72958,bn,,,
72985,tl,,,
73203,en,,,
73293,es,,,
73473,es,,,
73532,fr,,,
73562,fr,,,
73567,en,,,
73686,de,,,
73686,fr,,,
73686,pl,,,
73686,uk,,,
73811,es,,,
74119,fr,,,
74119,pl,,,
74237,en,,,
74345,es,,,
74534,en,,,
74534,hi,,,
74643,en,,,
74680,es,,,
