tmdb_film_id,tmdb_person_id,character,,
20617,13275,Hyozo Tashiro,,
20617,27791,Okita Sōji,,
20617,72932,Sozaburo Kano,,
20617,226920,Commandant Isami Kondo,,
20620,8608,Charlie Evans,,
20620,9596,Mr. Ruby,,
20620,12158,Dr. Morris,,
20620,12312,Dr. Innes,,
20620,14734,Davalo,,
20620,18649,Arthur Hamilton,,
20620,18735,Antiochus 'Tony' Wilson,,
20620,26148,Sue Bushman,,
20620,66712,John,,
20620,70990,Old Man,,
20620,86343,Nora Marcus,,
20620,86344,Emily Hamilton,,
20620,86345,Texan,,
20620,86346,Plump Blonde,,
20620,86347,Mayberry,,
20689,3810,Agustín Rejas,,
20689,36632,Sucre,,
20689,56654,Yolanda,,
20748,86515,Grammy Rose,,
20748,86516,Reverend Clyde Ritchie,,
20748,86517,Johnny Roberts,,
20748,86518,Ralph Mackey,,
20764,10839,Luz Martínez,,
20764,16429,Rudy,,
20764,91251,Memo,,
20766,110,Father,,
20766,529,Veteran,,
20766,3087,Old Man - Eli,,
20766,6885,Mother,,
20766,27125,Friendly Woman,,
20766,39390,The Thief (as Michael Kenneth Williams),,
20766,39520,Gang Member,,
20766,113505,Boy,,
20766,113506,Bearded Man,,
20766,963745,Archer,,
20766,991960,Bearded Man #2,,
20766,1297771,Archer's Woman,,
20766,1297772,Bearded Face,,
20766,1297776,Well Fed Woman,,
20766,1297777,Man On Mattress,,
20778,3829,Silien,,
20778,5444,Remy,,
20778,15137,Maurice Faugel,,
20778,18559,The Superintendant Clain,,
20778,18570,Anita,,
20778,28264,A police inspector,,
20778,99473,Fabienne,,
20778,112754,Gilbert Varnove (as René Lefevre),,
20778,112755,Jean (as Aimé De March),,
20778,112756,Therese,,
20778,112757,Kern,,
20778,112758,The Doctor,,
20778,112759,Armand,,
20778,112760,A police inspector (as Jack Leonard),,
20778,112762,Old Man,,
20912,2408,Doak,,
20912,4774,Geronimo Armstrong,,
20912,5294,Frank Wills,,
20912,6913,Margo Chadwick,,
20912,11703,Fatima Goodrich,,
20912,28782,Simona Bonasera,,
20912,37046,Alex Guerrero,,
20912,53650,John Henry 'Jack' Armstrong,,
20941,10839,Kella,,
20941,72128,,,
20941,145059,,,
20941,145061,,,
21043,16442,Nieves,,
21043,17093,Carlos,,
21043,24975,Julio,,
21043,27459,Enrique,,
21043,27461,Montse,,
21043,87015,Fernando,,
21043,87016,Ricardo,,
21043,87017,Ana,,
21074,87297,Nazneen Ahmed,,
21074,93290,Chanu Ahmed,,
21074,93291,Karim,,
21074,93292,Rukshana 'Shahna' Ahmed,,
21074,93293,Bibi Ahmed,,
21145,2406,Le propriétaire de la ferme,,
21145,2415,Louise Ferrand,,
21145,14606,Miro,,
21145,47820,Guy l'ingénieur,,
21145,47822,Michel Pinchon,,
21145,1055524,L'employé des pompes funèbres,,
21156,61151,Marquis,,
21156,72794,,,
21156,72865,,,
21156,111217,,,
21156,135680,,,
21189,85,as Himself,,
21189,280,Himself - Writer & Director,,
21189,1229,Narrator,,
21189,1304,Herself - Costume Designer,,
21189,4710,Himself - Production Designer,,
21189,6374,Herself - Former Head of Production,,
21189,19725,Himself - Co-Writer,,
21189,19726,Himself - Longtime Gilliam Colleague,,
21189,19727,Himself - Director of Photography,,
21189,24421,Himself,,
21189,34906,Himself - Producer,,
21189,37298,Himself - Co-Costume Designer,,
21189,54745,Herself - Assistant Set Decorator,,
21189,59792,Himself - First Assistant Director,,
21189,65007,Herself,,
21189,70806,Himself - Executive Producer,,
21189,582915,Himself - Line Producer,,
21189,1125209,Himself - Completion Guarantor,,
21191,36586,Sayra,,
21191,57410,Leche/ Wounded Man,,
21191,87263,El Casper,,
21191,87264,El Smiley,,
21191,87265,Lil Mago,,
21191,87266,Martha Marlene,,
21191,91251,El Sol,,
21200,5079,Marc,,
21200,19062,Dr. Monnier,,
21200,19161,Anna,,
21200,28255,William,,
21200,28681,Mrs. Mulon,,
21200,53203,Luc,,
21200,70182,Jean,,
21290,740,Kahro,,
21290,937,Nezo,,
21290,2462,Zita,,
21290,5530,Hal,,
21290,10699,Eike,,
21290,10985,Ghrak,,
21290,16752,Erito,,
21290,42641,Jhinna,,
21345,20654,Lu Jianxiong,,
21345,52907,John Rabe,,
21345,74022,Miss Jiang,,
21345,92014,Kadokawa,,
21348,87421,Kirikou enfant (voice),,
21348,87422,La Mère (voice),,
21348,87424,Karaba (voice),,
21348,87425,Le Sage dans la montagne (voice),,
21348,87426,Kirikou jeune homme (voice),,
21348,87427,Kirikou jeune homme (voice) (as Sébastien Hébrant),,
21348,87428,L'Oncle (voice),,
21383,115668,Chris Marshall,,
21383,115669,Jenny,,
21383,115670,Barry Miller,,
21383,115671,Inspector Fletcher,,
21383,115672,Piers Hawthorne,,
21409,87506,Antonio,,
21409,87507,María del Carmen,,
21409,87508,Emilse,,
21409,87509,Afinador,,
21450,1125,Archie,,
21450,1641,Sophie,,
21450,11207,Johnny,,
21450,17476,Brian,,
21450,42641,Sandra,,
21450,58090,Jeremy G. Smart,,
21450,80366,Louise Clancy,,
21451,6933,Dr. Forrester,,
21451,7124,Stephen Neale,,
21451,8241,"Mrs. Bellane #2, spiritualist",,
21451,14364,"George Rennit, private investigator",,
21451,64212,Cost aka Travers the tailor,,
21451,87545,Carla Hilfe,,
21451,87546,Willi Hilfe,,
21451,87547,Inspector Prentice,,
21490,7450,Kiichi Nakajima,,
21490,7453,Domestic Court Counselor Dr. Harada,,
21490,7454,Jiro Nakajima,,
21490,7455,Mr. Kuribayashi father,,
21490,33763,Ryoichi Sayama,,
21490,95579,Asako Kuribayashi,,
21490,96552,Okamoto,,
21490,106160,Toyo Nakajima,,
21490,106161,Kimie Nakajima,,
21490,106165,Old man from Brazil,,
21490,131194,"Yamazaki, Yoshi's husband (as Gen Shimizu)",,
21490,134318,Sue Nakajima,,
21490,134319,Yoki Nakajima,,
21490,134320,Ichiro Nakajima,,
21490,134321,Judge Araki,,
21494,4390,Celimene,,
21494,17497,Moliere,,
21494,28255,M. Jourdain,,
21494,41035,Dorante,,
21564,3381,Jeff Warren,,
21564,30512,Alec Simmons,,
21564,77081,Vicki Buckley,,
21564,82749,John Owens,,
21564,85895,Carl Buckley,,
21564,87664,Ellen Simmons,,
21564,87665,Jean,,
21564,87666,Vera Simmons,,
21575,17498,César Luciani,,
21575,17500,Prof,,
21575,23383,Djamila,,
21575,35965,Pilicci,,
21575,81051,Malik El Djebena,,
21575,89624,Ryad,,
21575,89625,Reyeb,,
21575,89626,Jordi,,
21575,89627,Vettori,,
21575,130451,Antaro,,
21575,358635,Sampierro,,
21575,586117,Prison Warden,,
21575,967414,Santi,,
21575,1109346,Malik's Lawyer,,
21613,119243,,,
21616,50931,Cristina Quadri / Sofía Lombardi,,
21616,122702,Pablo Quadri,,
21616,228440,Elisa Dominich,,
21616,228441,Juez Barrenechea,,
21631,9874,Detective Hart,,
21631,10018,Detective Ames,,
21631,10462,Detective Davis,,
21631,10925,Policeman,,
21631,12689,Baines,,
21631,30769,Perry,,
21631,31299,Ambassador,,
21631,35254,Julie,,
21631,38050,First Secretary,,
21631,52220,Dr. Fenton,,
21631,83758,Mrs. Barrow,,
21631,85410,Inspector Crowe,,
21631,87745,Mrs. Baines,,
21631,87746,Phillipe,,
21631,87747,Mrs. Patterson,,
21665,35070,Shekhar Verma,,
21665,35780,Kumar Shrivastav,,
21665,53676,,,
21665,55063,,,
21665,85891,,,
21665,87773,Mahalaxshmi,,
21665,238016,,,
21665,1043198,,,
21755,103,Stephen,,
21755,1923,The Curator,,
21755,3293,Penelope Stamp,,
21755,3490,Bloom,,
21755,10743,Narrator (voice),,
21755,12150,Diamond Dog,,
21755,18054,Bang Bang,,
21755,22810,Charleston,,
21755,25723,Chief of Police,,
21755,32358,Charleston's Wife,,
21755,34070,Rose,,
21755,48312,The Duke,,
21755,80576,Young Stephen,,
21755,89819,Young Bloom,,
21755,103,Stephen,,
21755,1923,The Curator,,
21755,3293,Penelope Stamp,,
21755,3490,Bloom,,
21755,10743,Narrator (voice),,
21755,12150,Diamond Dog,,
21755,18054,Bang Bang,,
21755,22810,Charleston,,
21755,25723,Chief of Police,,
21755,32358,Charleston's Wife,,
21755,34070,Rose,,
21755,48312,The Duke,,
21755,80576,Young Stephen,,
21755,89819,Young Bloom,,
21781,64455,"Choi, Seong-hyeon",,
21781,69698,Min Su-jin,,
21781,79572,Kang Min,,
21781,87871,"Hwang, Su-yeong",,
21781,130632,Kim Cheol-ju,,
21810,87907,Paul,,
21810,87908,Adam,,
21950,2176,Coley Blake,,
21950,21876,Dinah Hunter,,
21950,31024,Waitress,,
21950,35516,David,,
21950,62036,Bobby Ray,,
21950,67767,Chief of Fallsburg Police,,
21950,97717,Dan Oldum,,
21950,99829,Sheriff Dempsey,,
21950,99924,Lola,,
21950,100552,Pearl,,
21950,101755,Mr. Bigelow,,
21950,102451,Mr. Cooper,,
21950,102452,Candy,,
21950,102453,Girl in Restaurant,,
21950,102454,Deputy Burt,,
21950,106763,Cassie Anne,,
21968,6772,Scatter,,
21968,55841,Priest,,
21968,88147,Eddie,,
21968,159798,Junkie,,
21968,173682,Georgia,,
21968,981005,Fat Freddie,,
21968,1021785,Deputy Commissioner,,
21991,520,Claire Wellesley,,
21991,1233,Joseph Turner White,,
21991,1466,Mayor George Bailey,,
21991,3905,Walt Price,,
21991,5699,Sherry Bailey,,
21991,7447,Bob Berrenger,,
21991,12041,Carla,,
21991,19839,Marty Rossen,,
21991,27267,Ann,,
22014,88291,Tahir,,
22014,88294,Amine,,
22014,1316731,"Achta, la mère",,
22014,1316732,Hassan,,
22014,1316733,la muette,,
22014,1316734,l'oncle Adoum,,
22014,1316735,le père,,
22014,1316736,le marabout,,
22016,6304,Luigi,,
22016,24421,Monsieur Manesquier,,
22016,27980,Manesquier's Sister,,
22016,35084,Milan,,
22016,68722,Hairdresser,,
22016,91271,Sadko,,
22016,91272,Viviane,,
22074,2155,Herself,,
22074,12900,Himself,,
22074,17087,Michael Moore,,
22074,501362,Herself,,
22074,555311,Himself,,
22074,938880,Himself,,
22074,938881,Himself,,
22074,938882,Herself,,
22074,938883,Himself,,
22137,1646,Aage Krüger,,
22137,40420,,,
22137,47153,,,
22137,56882,Helmer,,
22137,64122,,,
22137,83011,,,
22137,209386,,,
22137,558254,,,
22137,935445,,,
22137,1236181,,,
22152,7447,Mickey Bartlett,,
22152,16327,Charlie Bragg,,
22152,18793,Jimmy Bartlett,,
22152,28042,Scott Bartlett,,
22152,34847,Adriana Bragg,,
22152,38024,Melissa Bragg,,
22152,50877,Brenda Bartlett,,
22200,1834,Shirley,,
22200,7026,Dek,,
22200,18023,Jimmy,,
22200,29699,Charlie,,
22200,37759,Carol,,
22200,88502,Vanessa,,
22215,1160,Lea,,
22215,1562,Marie Laure,,
22215,8534,Madame Peloux,,
22215,36669,Cheri,,
22215,72855,Edmee,,
22238,765,Amal,,
22238,41645,Mona,,
22238,52685,Hammed,,
22238,145313,Simon,,
22238,563340,Evelyna,,
22274,3124,Marta,,
22274,3556,Steiner,,
22274,6020,Thierry,,
22274,7546,Mamma di Matteo,,
22274,23388,Jean Claude,,
22274,41525,Mario,,
22274,48576,Boesson,,
22274,57345,Carlo,,
22274,69488,Pietro Paladini,,
22274,70083,Gloria,,
22274,78681,Eleonora Simonicini,,
22274,108900,Samuele,,
22274,115609,Taramanni,,
22274,120832,Jolanda,,
22274,126631,Maria Grazia,,
22274,128748,Annalisa,,
22274,129077,Amica di Maria Grazia,,
22274,931963,Claudia,,
22274,932544,Benedetta,,
22274,932545,Francesca,,
22274,932546,Amica di Maria Grazia,,
22274,932547,Psicoterapeuta,,
22274,932548,Matteo,,
22274,932549,Simoncini,,
22274,932550,Donna anziana,,
22274,932551,Lara Paladini,,
22366,16662,Mac Mondale,,
22366,88694,Ezra,,
22366,88695,Onitcha,,
22366,88696,Mariam,,
22366,88697,Moses,,
22373,17839,Davide,,
22373,27272,Sergio,,
22373,65571,Antonio,,
22373,67323,Angelica,,
22373,88710,Roberta,,
22490,3346,Miss Atkinson,,
22490,3360,Mrs. John Day (Peggy),,
22490,8637,Dolly Dupuyster,,
22490,11500,Lulu (uncredited),,
22490,13962,Mrs. Van Adams,,
22490,13996,Lucy,,
22490,14027,Miriam Aarons,,
22490,14655,Miss Trimmerback,,
22490,14683,Miss Watts,,
22490,14689,Little Mary,,
22490,19967,Pat,,
22490,30233,Mrs. Howard Fowler (Sylvia),,
22490,31550,Crystal Allen,,
22490,83260,Mrs. Morehead,,
22490,88867,Mrs. Stephen Haines (Mary),,
22490,88870,The Countess De Lave,,
22490,88871,Mrs. Phelps Potter (Edith),,
22490,93896,Young Girl (uncredited),,
22490,120740,Mrs. South (uncredited),,
22490,143820,Saleswoman Pat (uncredited),,
22490,149107,Jane,,
22490,223052,Olga,,
22490,229663,Woman Under Sunlamp (uncredited),,
22490,231216,Exercise Instructress,,
22490,991145,Maggie,,
22490,991385,Nancy Blake,,
22498,1237,Himself,,
22498,1487,Himself,,
22498,1551,Himself,,
22498,6957,Himself,,
22498,9880,Himself,,
22498,56200,Herself,,
22498,95336,Himself,,
22498,95337,Himself,,
22498,95338,Himself,,
22498,95339,Himself,,
22536,20738,Priest Sang-hyeon,,
22536,25004,Kang-woo,,
22536,25078,Immanuel,,
22536,77188,Yeong-doo,,
22536,88298,Seung-dae,,
22536,93252,Lady Ra,,
22536,93255,Evelyn,,
22536,1059584,태주(Taeju),,
22536,1128087,Hyo-seong,,
22536,1277308,Priest Noh,,
22584,4110,Steve Morgan,,
22584,4121,Gerard (Frenchy),,
22584,4302,Eddie,,
22584,7570,Marie Browning,,
22584,11439,Cricket,,
22584,41750,Lt. Coyo,,
22584,85943,Capt. M. Renard,,
22584,94293,"Johnson, fishing customer",,
22584,95965,Mme. Hellene de Bursac,,
22584,99323,Paul de Bursac (as Walter Molnar),,
22584,99324,Renard's bodyguard,,
22617,1004,Louis Cropa,,
22617,60205,Gary Lieberman,,
22617,69298,Carmen,,
22617,89470,Enrico Coventie,,
22617,114470,Natalie Clemente,,
22617,1187539,Lucy Clemente,,
22617,1187540,Adrian,,
22617,1187541,Paolo,,
22617,1187542,Detective Drury,,
22638,2925,Duke of Berri - French Ambassador,,
22638,3359,King Henry,,
22638,20055,Princess Katherine,,
22638,81463,Bishop of Ely,,
22638,89064,Mountjoy - The French Herald,,
22638,936008,Corporal Nym,,
22694,2778,Max,,
22694,6905,John,,
22694,8949,Paul Groves,,
22694,30043,Sally Groves,,
22694,77485,Waitress,,
22694,89037,Flo,,
22694,101746,Nadine,,
22694,102441,Cash,,
22694,117417,Lulu,,
22694,1048465,Glenn,,
22707,83786,Himself (voice),,
22707,89140,Himself (archive footage),,
22707,89288,Himself,,
22707,89289,Himself (archive footage),,
22707,89294,Himself,,
22707,89295,Himself,,
22707,89297,Herself,,
22707,89298,Himself,,
22707,89299,Herself,,
22707,89300,Himself (archive footage),,
22707,89301,Herself (archive footage),,
22707,89302,Himself,,
22707,89303,Herself,,
22707,89304,Herself,,
22707,89305,Himself,,
22707,89306,Himself,,
22707,89307,Herself,,
22707,89308,Himself (archive footage),,
22707,89309,Herself,,
22800,2632,Himself,,
22800,9781,Herself,,
22800,10580,Herself,,
22800,11703,Herself,,
22800,21411,Himself,,
22800,22122,Herself,,
22800,53918,Herself,,
22800,54424,Herself,,
22800,60544,Herself,,
22800,61667,Herself,,
22800,62119,Himself,,
22800,66896,Herself,,
22800,81149,Himself,,
22800,98772,Herself,,
22800,100653,Herself,,
22800,102792,Himself,,
22800,102952,Herself,,
22800,138037,Herself,,
22800,181934,Himself,,
22800,230176,Herself,,
22800,551993,Herself - Hair Battle Contestant,,
22800,551994,Himself - Hair Battle Contestant,,
22800,551995,Himself - Hair Battle Contestant,,
22800,551996,Herself,,
22800,551998,Herself,,
22800,551999,Himself / T-Pain,,
22800,1142778,Himself - Hair Battle Contestant,,
22800,1142779,Herself - Hair Battle Contestant,,
22908,382,Steven Laws,,
22908,990,Joe Brass,,
22908,14887,Morell,,
22908,70519,Romeo Brass,,
22908,70520,Male Nurse (credited as Shaun Fields),,
22908,81773,Physiotherapist (uncredited),,
22908,148132,Dennis Wardrobe,,
22908,148133,School Pianist,,
22908,148134,Darren,,
22908,148135,Sandra Woolley,,
22908,148136,Carol Brass,,
22908,148137,Neighbour Lad #2,,
22908,148138,Bill Woolley,,
22908,148139,Ladine Brass,,
22908,148140,Gavin 'Knocks' Woolley,,
22908,148141,Park Lad #1,,
22908,148142,Clifford,,
22908,148143,Headmistress,,
22908,148144,Ambulance Man,,
22908,148145,Neighbour Lad #1,,
22908,148146,Park Lad #2,,
22916,3480,Cuca,,
22916,16868,Paco,,
22916,17094,Pablo,,
22916,74897,Elsa,,
22916,89574,Fred,,
22947,1461,Ryan Bingham,,
22947,9276,Samuels,,
22947,15091,Julie Bingham,,
22947,16431,Maynard Finch,,
22947,18999,Bob,,
22947,21657,Alex,,
22947,23532,Craig Gregory,,
22947,26930,Kara Bingham,,
22947,58225,Steve,,
22947,59154,Karen Barnes,,
22947,62862,Jim Miller,,
22947,84223,Natalie,,
22947,84300,Kevin,,
22947,142384,Tammy,,
22972,1892,Roy Miller,,
22972,2039,Martin Brown,,
22972,11355,Maj. Briggs,,
22972,17141,Clark Poundstone,,
22972,18995,Met-D,,
22972,20562,Colonel Lyons,,
22972,20562,Col. Lyons,,
22972,21710,Colonel Bethel,,
22972,36901,Brown's Aide,,
22972,39388,Lawrie Dayne,,
22972,41316,General Al Rawi,,
22972,53480,Freddy,,
22972,53480,Freddy,,
22972,73710,Ahmed Zubaidi,,
22972,81672,Met-D,,
22972,93131,Perry,,
22972,105980,Iraqi Officer,,
22972,106078,Met-D,,
22972,109670,Seyyed Hamza,,
22972,113235,CIA Techs,,
22972,117437,Military Intel 2 Star,,
22972,122279,Al Rawi Bodyguard,,
22972,122280,Ayad Hamza,,
22972,122281,Wilkins,,
22972,122282,Conway,,
22972,122283,Met-D,,
22972,122285,Met-D,,
22972,122286,Met-D,,
22972,122287,Met-D,,
22972,122288,Met-D,,
22972,122289,Met-D,,
22972,122290,Met-D,,
22972,122291,Met-D,,
22972,122292,Met-D,,
22972,122293,Infantery Sergeant,,
22972,122294,Soldier at WMD Site,,
22972,122295,Zubaidi's Aide,,
22972,122296,Poundstone Aide,,
22972,122297,JMOC Tech,,
22972,122299,Colonel Jonathan Vaught,,
22972,122300,Gonzales,,
22972,122302,General at VTC,,
22972,122303,Bureaucrat at VTC,,
22972,122304,Senior CIA Man at VTC,,
22972,122305,Hawkish Iraqi,,
22972,122306,Tahir al-Malik,,
22972,122307,Quasim,,
22972,122308,Hawkish Aide,,
22972,122309,Mystery Man,,
22972,122310,Qasim Aide,,
22972,122311,Sanaa,,
22972,122312,Seyyed's Housekeeper,,
22972,122313,Seyyed's Son,,
22972,122314,Seyyed's Son,,
22972,122315,Seyyed's Son,,
22972,122316,Seyyed's Daughter,,
22972,122317,TF221s,,
22972,122318,TF221s,,
22972,122319,TF221s,,
22972,122321,TF221s,,
22972,122322,TF221s,,
22972,122323,TF221s,,
22972,122324,TF221s,,
22972,122325,TF221s,,
22972,122327,TF221s,,
22972,122328,TF221s,,
22972,122329,Camp Cropper Tech,,
22972,122330,Translator,,
22972,122331,Camp Cropper Guards,,
22972,122332,Camp Cropper Guards,,
22972,122333,Camp Cropper Guards,,
22972,122334,Camp Cropper Guards,,
22972,122335,Camp Cropper Wardens,,
22972,122336,Camp Cropper Wardens,,
22972,122337,Iraqi Prisoner,,
22972,122338,Righteous Ali,,
22972,122339,CIA Techs,,
22972,122341,CIA Techs,,
22972,122342,Special Forces Tech,,
22972,122343,Alpha Leader 1,,
22972,122344,CPA Presser,,
22972,122345,Chopper Comms Commander,,
22972,122346,Chopper Comms Tech,,
22972,122347,Convoy Commander,,
22972,122349,Republican Palace Reporter,,
22972,122350,Zubaide Conference Speaker #1,,
22972,122351,Zubaide Conference Speaker #2,,
22972,122352,Zubaide Conference Speaker #3,,
22972,122353,Zubaide Conference Speaker #4,,
23044,89815,Herself,,
23044,937043,Herself,,
23044,1128876,Himself,,
23044,1128877,Herself,,
23098,860,Dolly,,
23098,2776,Switchboard Operator,,
23098,2896,Fay Duval,,
23098,3152,Johnny Marshall,,
23098,3262,Orderly,,
23098,4303,Eddie Adams,,
23098,8729,Jumbo Wells,,
23098,13566,Hank 'Gimpy' McHenry,,
23098,13819,Sidney Whipple,,
23098,14451,Smiley Quinn,,
23098,14454,Lineman,,
23098,30217,Drunk,,
23098,30280,Drugstore Clerk,,
23098,34448,Lineman,,
23098,74875,Omaha,,
23098,89725,Scarlett,,
23098,89726,Flo,,
23098,89727,Antoine 'Pop' Duval,,
23098,89728,Cully,,
23098,89729,Sweeney,,
23098,89730,Al Hurst,,
23098,95301,Polly,,
23098,117771,Benny,,
23098,124554,Justice of the Peace,,
23098,558236,Thelma,,
23098,1062775,Wilma,,
23305,76793,Lafcadia - Warrior,,
23305,141755,"Katiba, Warrior's Son",,
23305,987703,Rabia,,
23305,987704,The girl,,
23305,987705,Riaz - Thief,,
23305,1140067,Biswas,,
23305,1140069,Warrior,,
23305,1140071,Warrior,,
23305,1140074,Warrior,,
23305,1140075,Warrior,,
23305,1140076,Clerk,,
23305,1140077,Tarang village headman,,
23305,1140078,Blacksmith,,
23305,1140079,Blacksmith's son,,
23305,1140080,Quarrey foreman,,
23488,5472,Lord Henry Wotton,,
23488,6639,Lady Victoria Wotton,,
23488,6692,Lady Radly,,
23488,10670,Gladys,,
23488,10981,Agatha,,
23488,15556,Emily Wotton,,
23488,21343,Basil Hallward,,
23488,25130,Dorian Gray,,
23488,35862,Alan Campbell,,
23488,129050,Sibyl Vane,,
23488,232396,Lucius,,
23514,85,Paul Kemp,,
23514,1771,Moberg,,
23514,3041,Donavon,,
23514,6383,Sanderson,,
23514,17200,Zimburger,,
23514,17341,Segurra,,
23514,28633,Lotterman,,
23514,55085,Chenault,,
23514,79635,Wolsley,,
23514,91494,Digby,,
23514,973259,Chenault's Friend,,
23514,1213045,Monk,,
23550,65571,Michele,,
23550,67144,Massimo,,
23550,67323,Antonia,,
23550,89389,Riccardo,,
23550,90317,Serra,,
23550,90318,Ernesto,,
23550,90320,Emir,,
23550,90321,Mara,,
23550,90322,Luciano,,
23550,90323,Angelo,,
23550,90324,Israele,,
23550,90325,Sandro,,
23550,97929,Veronica,,
23720,26852,Andrew,,
23720,45407,Ben,,
23720,90492,Monica,,
23720,90494,Anna,,
23720,90495,Lily,,
23750,937,The Duke,,
23750,1926,Lussurioso,,
23750,2040,Vindici,,
23750,25657,Ambioso,,
23750,25657,Ambitioso,,
23750,38948,Bomber,,
23750,58986,Firework,,
23750,70903,Supervacuo,,
23750,79856,Executioner,,
23750,83553,Junior,,
23750,90545,Gloriana,,
23750,90546,Carlo,,
23750,90547,Spurio,,
23825,90587,Himself,,
23825,90589,Himself,,
23825,90590,Himself,,
23825,90592,Herself,,
23825,90593,Himself,,
23825,90594,Himself,,
23825,90595,Himself,,
23908,33,Vance 'Mother' Wilkins,,
23908,569,Will Knott,,
23908,6863,Mel Avakian,,
23908,11805,Paul 'Father' Mundy,,
23908,11885,Major Griffin,,
23908,21380,Lieutenant Ware,,
23908,36602,Bud Miller,,
23908,52788,German Soldier,,
23908,72028,Stan Shutzer,,
23908,74506,Older German Soldier,,
23908,90629,Janice,,
23908,90630,Eddie,,
23908,90631,Young German Soldier,,
23908,90632,American Sentry,,
23908,1099080,Sergeant Hunt,,
23924,12658,Daisy,,
23924,20502,Oliver Wilsford,,
23924,27941,Bill Purvis,,
23924,47667,The Vicar,,
23924,47678,Peggy,,
23924,50998,Major Hammond / Kommandant Orlter,,
23924,81774,Nora,,
23924,83910,Ivy,,
23924,89899,Jim Sturry,,
23924,90643,Charles Sims,,
23924,90644,Mrs Fraser,,
23924,91617,Lieutenant Jung,,
23924,96764,Tom Sturry,,
23924,107434,Sergeant,,
23924,123908,Mrs. Owen,,
23924,543542,Mrs. Collins,,
23924,543543,Cousin Maud,,
23924,543545,Joe Garbett,,
23924,543546,Harry Drew,,
23924,543547,Mrs. Bates,,
23924,543548,Soldier,,
23949,139,Amy Randall,,
23949,569,Vince,,
23949,2692,Jon Salter,,
23965,6818,Himself / narrator,,
23999,47699,Beverley,,
23999,57146,Laurence,,
23999,90740,Angela,,
23999,90741,Tony,,
23999,90742,Susan,,
24022,67052,Leo,,
24022,79288,Carmen,,
24022,81472,Antonia,,
24022,90773,Sara,,
24022,90774,Ernesto,,
24066,2372,Marshal Nalhober,,
24066,3905,Sheriff Chappy Dent,,
24066,18316,Josephine 'Joe' McClintock,,
24066,18324,Wayne Wayne Wayne Jr.,,
24066,18325,Harry Sawyer,,
24128,3078,Vocals and Guitar,,
24128,91229,"Bass, Percussion and Vocals",,
24128,91230,Drums and Vocals,,
24128,91233,"Guitar, Keyboards and Vocals",,
24128,225113,Backing Vocals,,
24128,1084016,Guitar and Vocals,,
24128,1192691,Keyboards,,
24128,1194050,Percussion,,
24128,1194051,Backing Vocals,,
24134,1666,Diana Scott,,
24134,14729,Miles Brand,,
24134,21605,Robert Gold,,
24134,575814,Malcolm,,
24134,590099,Prince Cesare della Romita (as Jose Luis De Villalonga),,
24159,85227,Tiberiu Manescu,,
24159,429969,Doamna Manescu,,
24159,438968,Emanoil Piscoci,,
24159,479941,Virgil Jderescu,,
24159,85227,Tiberiu Manescu,,
24159,429969,Doamna Manescu,,
24159,438968,Emanoil Piscoci,,
24159,479941,Virgil Jderescu,,
24164,34491,Mariano,,
24164,54230,Chiara,,
24164,107626,Enzo,,
24164,129076,Aldo Moro,,
24164,234821,Ernesto,,
24164,313610,Primo,,
24164,543560,Pope Paul VI,,
24164,34491,Mariano,,
24164,54230,Chiara,,
24164,107626,Enzo,,
24164,129076,Aldo Moro,,
24164,234821,Ernesto,,
24164,313610,Primo,,
24164,543560,Pope Paul VI,,
24165,135142,Il professorino,,
24165,559133,Panettiera,,
24165,559134,Postino,,
24165,559135,Studentessa,,
24165,559136,Taciturno,,
24166,1653,Jean-Pierre/ Man at the Cemetery,,
24166,71171,Hsiao-kang,,
24166,71172,Man in Subway Station,,
24166,71395,Shiang-chyi,,
24166,83696,Woman in Paris,,
24166,103648,Mother,,
24166,150345,Father,,
24166,1174717,Prostitute,,
24166,1174719,Man at Phone Booth,,
24166,1174720,Man at Restaurant,,
24167,3268,Giovanni,,
24167,3829,Michele Di Libero,,
24167,16757,Cesira,,
24167,25780,un fermier,,
24167,27442,Florindo,,
24167,30900,Scimmione,,
24167,45036,un fasciste,,
24167,99531,Rosetta,,
24167,225484,"Filippo, il padre di Michele",,
24167,586396,Alessandro,,
24167,994523,Maria,,
24167,994527,une évacuée,,
24170,2192,Dan,,
24170,4166,Gaëlle,,
24170,18177,Thierry,,
24170,20082,architecte émission TV,,
24170,20851,Charlotte,,
24170,22163,critique d'art émission TV,,
24170,24816,Lionel,,
24170,24903,Arthur (voix),,
24170,56654,Nicole,,
24170,149869,speakerine TV,,
24170,262960,présentatrice émission TV,,
24170,287671,soldat poète émission TV,,
24177,15918,Ronchitelli,,
24177,44650,Krondano,,
24177,73864,Antonio,,
24177,78681,Patrizia,,
24177,93727,Sant'Antonio,,
24177,121732,Willy detto 'Alain Delon',,
24177,225962,Maritan,,
24177,1275866,Ilie,,
24180,6012,Napolen,,
24180,28782,Baronessa Emilia Speziali,,
24180,56843,Ferrante Papucci,,
24180,59269,Martino Papucci,,
24180,119366,Mirella,,
24180,120274,Cosimo Bartolini,,
24180,124679,Diamantina Papucci,,
24190,4813,Lise Brandt,,
24190,6018,Georges Laurent,,
24190,17882,Anne Laurent,,
24190,23724,Thomas Brandt,,
24190,76904,Béa,,
24192,32914,Salome,,
