event_director_id,name,,,
994,James Ivory,,,
995,James Kenyon,,,
996,James Longley,,,
997,James Mactaggart,,,
998,James Marsh,,,
999,James Moll,,,
1000,James Ronald Whitney,,,
1001,James Russell,,,
1002,Jamie Jay Johnson,,,
1003,Jamie Kastner,,,
1004,Jamie Shovlin,,,
1005,Jamie Thraves,,,
1006,Jamil Rostami,,,
1007,Jan Dunn,,,
1008,Jan Hrebejk,,,
1009,Jan Kounen,,,
1010,Jan Svankmajer,,,
1011,Jan Troell,,,
1012,Jane Campion,,,
1013,Jane Chablani,,,
1014,Jardine Sage,,,
1015,Jared Hess,,,
1016,Jasmine Hetherington-Wilkes,,,
1017,Jason Bradbury,,,
1018,Jason Reitman,,,
1019,Jason Spingarn-Koff,,,
1020,Jasper Britton,,,
1021,Jaume Balagueró,,,
1022,Jaume Mateu Adrover,,,
1023,Javier Corcuera,,,
1024,Javier Fesser,,,
1025,Javier Fuentes León,,,
1026,Javier Mariscal,,,
1027,Jay Bulger,,,
1028,Jay McNamara,,,
1029,Jean Becker,,,
1030,Jean Cocteau,,,
1031,Jean Renoir,,,
1032,Jean Rouch,,,
1033,Jean Vigo,,,
1034,Jean-François Pouliot,,,
1035,Jean-François Richet,,,
1036,Jean-Jacques Beineix,,,
1037,Jean-Luc Godard,,,
1038,Jean-Marc Vallée,,,
1039,Jean-Paul Salomé,,,
1040,Jean-Pierre Dardenne,,,
1041,Jean-Pierre Jeunet,,,
1042,Jean-Pierre Melville,,,
1043,Jean-Pierre Sinapi,,,
1044,Jeanine Meerapfel,,,
1045,Jeanne Crépeau,,,
1046,Jeannot Szwarc,,,
1047,Jeff Blitz,,,
1048,Jeff Feuerzeig,,,
1049,Jeff Nichols,,,
1050,Jeff Orlowski,,,
1051,Jeff Simpson,,,
1052,Jeff Stilson,,,
1053,Jeff Zimbalist,,,
1054,Jeffrey Blitz,,,
1055,Jeffrey Friedman,,,
1056,Jeffrey Levy-Hinte,,,
1057,Jeffrey Schwarz,,,
1058,Jehane Noujaim,,,
1059,Jem Cohen,,,
1060,Jem Cohen and Peter Sillen,,,
1061,Jennifer Abbott,,,
1062,Jennifer Devoldère,,,
1063,Jennifer Fearnley,,,
1064,Jennifer Marguerite Hargrave,,,
1065,Jeong Jae-eun,,,
1066,Jeremy Gilley,,,
1067,Jeremy Passmore,,,
1068,Jeremy Saulnier,,,
1069,Jeroen Berkvens,,,
1070,Jerome Robbins,,,
1071,Jerry Rothwell,,,
1072,Jerry Schatzberg,,,
1073,Jervis Suen,,,
1074,Jerzy Skolimowski,,,
1075,Jes Benstock,,,
1076,Jessey Tsang Tsui-Shan,,,
1077,Jessica Haussner,,,
1078,Jessica Joywise,,,
1079,Jez Lewis,,,
1080,Jhonny Hendrix,,,
1081,Ji-woon Kim,,,
1082,Jia Zhang Ke,,,
1083,Jia Zhangke,,,
1084,Jim Fall,,,
1085,Jim Fields,,,
1086,Jim Henson,,,
1087,Jim Hubbard,,,
1088,Jim Jarmusch,,,
1089,Jim Loach,,,
1090,Jim Mickle,,,
1091,Jim Morgan,,,
1092,Jim Sheridan,,,
1093,Jimmy T. Murakami,,,
1094,Jiří Barta,,,
1095,Jiří Trnka,,,
1096,Jo Sol,,,
1097,Joachim Lafosse,,,
1098,Joachim Trier,,,
1099,Joan Marimón,,,
1100,Joana Hadjithomas,,,
1101,Joann Sfar,,,
1102,Joanna Hogg,,,
1103,Joanna Natasegara,,,
1104,Joao Moreira Salles,,,
1105,Joaquin Oristrell,,,
1106,Joaquím Jordá,,,
1107,Jocelyn Moorhouse,,,
1108,Jochen Hick,,,
1109,Joe Cornish,,,
1110,Joe Dante,,,
1111,Joe Efstathiou,,,
1112,Joe Fab,,,
1113,Joe King,,,
1114,Joe Lawlor,,,
1115,Joe Maggio,,,
1116,Joe Massot,,,
1117,Joe Wright,,,
1118,Joel Coen,,,
1119,Joel Fendelman,,,
1120,Joel Hopkins,,,
1121,Johan Grimonprez,,,
1122,John Akomfrah,,,
1123,John Appel,,,
1124,John Barker,,,
1125,John Berry,,,
1126,John Boorman,,,
1127,John Boskovich,,,
1128,John Boulting,,,
1129,John Cameron Mitchell,,,
1130,John Carney,,,
1131,John Carpenter,,,
1132,John Cassavetes,,,
1133,John E. Blakeley,,,
1134,John Fawcett,,,
1135,John Ford,,,
1136,John Frankenheimer,,,
1137,John Grierson,,,
1138,John H Lee,,,
1139,John Halas,,,
1140,John Hillcoat,,,
1141,John Hughes,,,
1142,John Huston,,,
1143,John Lasseter,,,
1144,John Mackenzie,,,
1145,John Madden,,,
1146,John Malkovich,,,
1147,John Maybury,,,
1148,John McNaughton,,,
1149,John McTiernan,,,
1150,John Michael McDonagh,,,
1151,John Patrick Shanley,,,
1152,John Pilger,,,
1153,John Rogers,,,
1154,John Ross,,,
1155,John Sayles,,,
1156,John Scagliotti,,,
1157,John Scheinfeld,,,
1158,John Schlesinger,,,
1159,John Turturro,,,
1160,John Waters,,,
1161,Johnnie To,,,
1162,Jolanta Dylewska,,,
1163,Jon Amiel,,,
1164,Jon Favreau,,,
1165,Jon Garaño,,,
1166,Jon Reiss,,,
1167,Jonas Cuarón,,,
1168,Jonas Åkerlund,,,
1169,Jonathan Caouette,,,
1170,Jonathan Dayton,,,
1171,Jonathan Demme,,,
1172,Jonathan Glazer,,,
1173,Jonathan Hodgson,,,
1174,Jonathan Holiff,,,
1175,Jonathan Jakubowicz,,,
1176,Jonathan Teplitzky,,,
1177,Jordan Vogt-Roberts,,,
1178,Jordi Cadena,,,
1179,Jorge Gaggero,,,
1180,Jorge Grau,,,
1181,Jorge Michel Grau,,,
1182,Jorge Olguín,,,
1183,Jorge Sánchez-Cabezudo,,,
1184,Josef von Sternberg,,,
1185,Josell Ramos,,,
1186,Joseph Gordon-Levitt,,,
1187,Joseph H Lewis,,,
1188,Joseph L. Mankiewicz,,,
1189,Joseph Losey,,,
1190,Joseph McGinty Nichol,,,
1191,Joseph Vilsmaier,,,
1192,Josh Appignanesi,,,
1193,Josh Aronson,,,
1194,Joshua Dugdale,,,
1195,Joshua Marston,,,
1196,Joshua Oppenheimer,,,
1197,Josie Rourke,,,
1198,Joss Whedon,,,
1199,Josué Méndez,,,
1200,José Antonio Cordero,,,
1201,José Antonio Quirós,,,
1202,José Antonio Salgot,,,
1203,José Corbacho,,,
1204,José Henrique Fonseca,,,
1205,José Luis Borau,,,
1206,José Luis Cuerda,,,
1207,José Luis Garci,,,
1208,José Luis García Sánchez,,,
1209,José Luis López-Linares Javier Rioyo,,,
1210,José Luís Guerin,,,
1211,José Manuel González-Berbel,,,
1212,José Marí Goenaga,,,
1213,José María Berzosa,,,
1214,José María Goenaga,,,
1215,José Padilha,,,
1216,Joy Batchelor,,,
1217,Juan Antonio Bardem,,,
1218,Juan Antonio Bayona,,,
1219,Juan Calvo,,,
1220,Juan Carlos Cremata,,,
1221,Juan Carlos Fresnadillo,,,
1222,Juan Carlos Rulfo,,,
1223,Juan Carlos Tabío,,,
1224,Juan Cruz,,,
1225,Juan José Campanella,,,
1226,Juan López Moctezuma,,,
1227,Juan Martinez Moreno,,,
1228,Juan Martínes Moreno,,,
1229,Juan Pablo Rebella,,,
1230,Juan Taratuo,,,
1231,Juan Vicente Córdoba,,,
1232,Juanjo Giménez Peña,,,
1233,Juanma Bajo Ulloa,,,
1234,Judith Colell,,,
1235,Judy Kibinge,,,
1236,Jules Dassin,,,
1237,Julia Bacha,,,
1238,Julia Leigh,,,
1239,Julia Query,,,
1240,Julia Solomonoff,,,
1241,Julian Schnabel,,,
1242,Julian Temple,,,
1243,Julie Bertucelli,,,
1244,Julie Beruccelli,,,
1245,Julie Delpy,,,
1246,Julie Gavras,,,
1247,Julie Taymor,,,
1248,Julien Temple,,,
1249,Julio Bracho,,,
1250,Julio D. Wallovits,,,
1251,Julio Hernández Cordón,,,
1252,Julio Medem,,,
1253,Julio Wallovits,,,
1254,Julián Hernández,,,
1255,Jun Ichikawa,,,
1256,Jung-won Shin,,,
1257,Justin Edgar,,,
1258,Justin Kerrigan,,,
1259,Justin Kurzel,,,
1260,Justine Shapiro,,,
1261,Jérôme Bonnell,,,
1262,Jørgen Leth,,,
1263,Kahil Joreige,,,
1264,Kahlid Alzraou,,,
1265,Kais al-Zobaidi,,,
1266,Kaizo Hayashi,,,
1267,Kamal Tabrizi,,,
1268,Kamla Abu Zekry,,,
1269,Kanchi Wichmann,,,
1270,Kaneto Shindo,,,
1271,Kang Je-gyu,,,
1272,Kang Je-kyu,,,
1273,Kareem J Mortimer,,,
1274,Karel Reisz,,,
1275,Karel Zeman,,,
1276,Karen Mirza,,,
1277,Karent Guthrie,,,
1278,Karim Ainouz,,,
1279,Karl Markovics,,,
1280,Karra Elejalde,,,
1281,Karyn Kusama,,,
1282,Kasi Lemmons,,,
1283,Kasia Klimkiewicz,,,
1284,Kasim Abid,,,
1285,Katarina Peters w,,,
1286,Kate Davis,,,
1287,Katell Quillévéré,,,
1288,Kathryn Bigelow,,,
1289,Katia Lund,,,
1290,Katsuhiro Otomo,,,
1291,Katsuhiro Otono,,,
1292,Kazuhisa Takenouchi,,,
1293,Keith Behrman,,,
1294,Keith Fulton,,,
1295,Keith Gordon,,,
1296,Kelly Reichardt,,,
1297,Ken Fero,,,
1298,Ken Loach,,,
1299,Ken McMullen,,,
1300,Ken Russell,,,
1301,Kenji Misumi,,,
1302,Kenji Mizoguchi,,,
1303,Kenneth Anger,,,
1304,Kenneth Branagh,,,
1305,Kenneth Glenaan,,,
1306,Kenneth Lonergan,,,
1307,Kenny Glenaan,,,
1308,Ketan Mehta,,,
1309,Kevin Macdonald,,,
1310,Kevin McKiernan,,,
1311,Kevin Smith,,,
1312,Khaled El Hagar,,,
1313,Khalil Joreige,,,
1314,Khyentse Norbu,,,
1315,Kief Davidson,,,
1316,Kihachi Okamoto,,,
1317,Kihachiro Kawamoto,,,
1318,Kim Ki-duk,,,
1319,Kim Kiduk,,,
1320,Kim Longinotto,,,
1321,Kim Mordaunt,,,
1322,Kim Nguyen,,,
1323,Kim Rossi Stuart,,,
1324,Kimberly Peirce,,,
1325,Kinji Fukusaku,,,
1326,Kirby Dick,,,
1327,Kirsi Marie Liimatainen,,,
1328,Kiyoshi Kurosawa,,,
1329,Knut Erik Jenson,,,
1330,Ko Nakahira,,,
1331,Koji Wakamatsu,,,
1332,Koldo Serra,,,
1333,Kon Ichikawa,,,
1334,Kong Khong Chang,,,
1335,Konrad Wolf,,,
1336,Kore-eda Hirokazu,,,
1337,Kris Walker,,,
1338,Kristin Levring,,,
1339,Krisztina Goda,,,
1340,Kryzystof Kieslowski,,,
1341,Krzystof Krauze,,,
1342,Krzysztof Kieslowski,,,
1343,Krzysztof Zanussi,,,
1344,Kutlug Ataman,,,
1345,Kwak Jaeyoung,,,
1346,Laetitia Colombani,,,
1347,Lais Bodansky,,,
1348,Lajos Koltai,,,
1349,Lam Ho-yin Benjamin,,,
1350,Lance Bangs,,,
1351,Lance Daly,,,
1352,Lance Hammer,,,
1353,Lane Janger,,,
1354,Larry Charles,,,
1355,Larry Clark,,,
1356,Larry Wachowski,,,
1357,Lars von Trier,,,
1358,Lasse Halström,,,
1359,Laura Amelia Guzmán,,,
1360,Laura Mañá,,,
1361,Laure Prouvost,,,
1362,Laurence Olivier,,,
1363,Laurent Bécaue-Renard,,,
1364,Laurent Cantet,,,
1365,Laurent Tirard,,,
1366,Laurie Collyer,,,
1367,Laurie Lynd,,,
1368,Lawrence Gordon Clarke,,,
1369,Lawrence Kasdan,,,
1370,Leah Thorn,,,
1371,Lech Kowalski,,,
1372,Lee Chang-dong,,,
1373,Lee Daniels,,,
1374,Lee Deaville,,,
1375,Lee Hirsch,,,
1376,Lee Jeong-Hyang,,,
1377,Lee Jeong-Kuk,,,
1378,Lee Myung-se,,,
1379,Lee Sang-il,,,
1380,Lee Yoon-taek,,,
1381,Leila Conners Petersen,,,
1382,Leila Sansour,,,
1383,Leni Reifenstahl,,,
1384,Lenny Abrahamson,,,
1385,Leo Bridle,,,
1386,Leo McCarey,,,
1387,Leon Gast,,,
1388,Leonard Abrahamson,,,
1389,Leos Carax,,,
1390,Leslie Megahey,,,
1391,Leste Chen,,,
1392,Leung Gong-styn,,,
1393,Lewis Gilbert,,,
1394,Li Han Hsiang,,,
1395,Li Yang,,,
1396,Lian Lunson,,,
1397,Liev Schreiber,,,
1398,Lieven Debrauwer,,,
1399,Liliana Paolinelli,,,
1400,Lina Wertmuller,,,
1401,Lindsay Anderson,,,
1402,Lionel Jeffries,,,
1403,Lisa Aschan,,,
1404,Lisa Barros D’Sa,,,
1405,Lisa Cholodenko,,,
1406,Lisa Gornick,,,
1407,Lisa Munthe,,,
1408,Liv Ullman,,,
1409,Liz Garbus,,,
1410,Liz Gill,,,
1411,Lodge Kerrigan,,,
1412,Lola Doillon,,,
1413,Lone Scherfig,,,
1414,Lotte Reinige,,,
1415,Lou Ye,,,
1416,Louis Malle,,,
1417,Louis Pepe,,,
1418,Louisa Wei,,,
1419,Louise Alston,,,
1420,Louise Osmond,,,
1421,Lu Chuan,,,
1422,Luc Besson,,,
1423,Luc Dardenne,,,
1424,Luc Jacquet,,,
1425,Luca Guadagnino,,,
1426,Luca Vendruscolo,,,
1427,Lucas Belvaux,,,
1428,Luchino Visconti,,,
1429,Lucien Castaing-Taylor,,,
1430,Lucrecia Martel,,,
1431,Lucy Walker,,,
1432,Lucía Gajá,,,
1433,Lucía Puenzo,,,
1434,Luigi Falorni,,,
1435,Luis Arambilet,,,
1436,Luis Buñuel,,,
1437,Luis Fernando Carvalho,,,
1438,Luis García Berlanga,,,
1439,Luis Mandoki,,,
1440,Luis Ospina,,,
1441,Luis Puenzo,,,
1442,Lukas Moodysson,,,
1443,Luke Fowler,,,
1444,Lydia Zimmerman,,,
1445,Lynn Hershman Leeson,,,
1446,Lynn Shelton,,,
1447,Lynne Ramsay,,,
1448,Ma,,,
1449,Mabel Cheung,,,
1450,Mabrouk El Mechri,,,
1451,Macelo Piñeyro,,,
1452,Magnus Martens,,,
1453,Mahamat-Saleh Haroun,,,
1454,Mahamet-Saleh Haroun,,,
1455,Mahmat-Saleh Haroun,,,
1456,Mai MAsri,,,
1457,Mak Hoi-shan Anson,,,
1458,Malik Bendjelloul,,,
1459,Manel Mayol,,,
1460,Mani Ratnam,,,
1461,Manuel Gutiérrez Aragón,,,
1462,Manuel Gómez Pereira,,,
1463,Manuel H. Martín,,,
1464,Manuel Huerga,,,
1465,Manuel Matji,,,
1466,Manuel Palacios,,,
1467,Marc Caro,,,
1468,Marc Evans,,,
1469,Marc Forster,,,
1470,Marc Foster,,,
1471,Marc Francis,,,
1472,Marc Hoeferlin,,,
1473,Marc Levin,,,
1474,Marc Recha,,,
1475,Marc Rothemund,,,
1476,Marc Singer,,,
1477,Marcel Camus,,,
1478,Marcel Carné,,,
1479,Marcel Ophuls,,,
1480,Marcel Rasquin,,,
1481,Marcela Arteaga,,,
1482,Marcelo Luna,,,
1483,Marcelo Mangone,,,
1484,Marco Bellocchio,,,
1485,Marco Berger,,,
1486,Marco Brambilla,,,
1487,Marco Carmel,,,
1488,Marco Kreuzpaintner,,,
1489,Marco Tullio Giordana,,,
1490,Marcos Carnevale,,,
1491,Margarethe von Trotta,,,
1492,Margaretta Von Trotta,,,
1493,Maria Abramovic,,,
1494,Maria Beatty,,,
1495,Maria Joao Ganga,,,
1496,Maria Maggenti,,,
1497,Maria Ripoli,,,
1498,Maria Sole Tognazzi,,,
1499,Mariana Arruti,,,
1500,Mariana Chenillo,,,
1501,Mariana Rondón,,,
1502,Marianne Elliott,,,
1503,Mariano Barroso,,,
1504,Marie Noëlle,,,
1505,Marie Pérrennou,,,
1506,Mariela Artiles,,,
1507,Marilyn Angrelo,,,
1508,Mario Bava,,,
1509,Mario Camus,,,
1510,Mario Van Peebles,,,
1511,Marion Wong,,,
1512,Marius Holst,,,
1513,Marjane Satrapi,,,
1514,Mark Achbar,,,
1515,Mark Baron,,,
1516,Mark Brian Smith,,,
1517,Mark Cousins,,,
1518,Mark Daniels,,,
1519,Mark Dornford-May,,,
1520,Mark Illsley,,,
1521,Mark Jonathan Harris Prod Deborah Oppenheimer,,,
1522,Mark Moskowitz,,,
1523,Mark Mylod,,,
1524,Mark Romanek,,,
1525,Mark Wexler,,,
1526,Markus Schleinzer,,,
1527,Marleen Gorris,,,
1528,Marta Ribas,,,
1529,Martha Fiennes,,,
1530,Martin B. Gulnov,,,
1531,Martin Campbell,,,
1532,Martin Goldman,,,
1533,Martin McDonagh,,,
1534,Martin Provost,,,
1535,Martin Rath,,,
1536,Martin Rosen,,,
1537,Martin Scorsese,,,
1538,Martina Docker,,,
1539,Martina Kudlacek,,,
1540,Martín Carranza,,,
1541,Martín Hodara,,,
1542,Martín Salinas,,,
1543,Marvin Hier,,,
1544,Marwan Hamed,,,
1545,Mary Harron,,,
1546,Maryam Keshavarz,,,
1547,Maryse Sistach,,,
1548,Marzieh Meshkini,,,
1549,María Luisa Bemberg,,,
1550,María Novaro,,,
1551,María Sólrún Siguroardottir,,,
1552,María Victoria Menis,,,
1553,Masha Zur,,,
1554,Mat Whitecross,,,
1555,Mateo Gil,,,
1556,Mathieu Kassovitz,,,
1557,Matt Aselton,,,
1558,Matt Harlock,,,
1559,Matt Hulse,,,
1560,Matt Mocharchy,,,
1561,Matt Norman,,,
1562,Matteo Garrone,,,
1563,Matthew Akers,,,
1564,Matthew Barney,,,
1565,Matthew Beech,,,
1566,Matthew Saville,,,
1567,Matthias Hoegg,,,
1568,Matías Bize,,,
1569,Maurice Elvey,,,
1570,Maurizio Nichetti,,,
1571,Mauro Bolognini,,,
1572,Max Färberböck,,,
1573,Max Ophüls,,,
1574,Maxim Pozdorovkin,,,
1575,Maximilian Schell,,,
1576,Maya Deren,,,
1577,Maïwenn,,,
1578,Megan Siler,,,
1579,Mehboob Khan,,,
1580,Mehdi Charef,,,
1581,Mehreen Jabbar,,,
1582,Mel Stuart,,,
1583,Melvin Van Peebles,,,
1584,Mercedes Moncada Rodríguez,,,
1585,Mercedes álvarez,,,
1586,Merian C. Cooper,,,
1587,Merzak Allouache,,,
1588,Metin Huseyin,,,
1589,Mia Hansen-Løve,,,
1590,Michael Almereyda,,,
1591,Michael Anderson,,,
1592,Michael Apted,,,
1593,Michael Caton-Jones,,,
1594,Michael Cimino,,,
1595,Michael Curtiz,,,
1596,Michael Elliott,,,
1597,Michael Gramaglia,,,
1598,Michael Grandage,,,
1599,Michael H. Shamberg,,,
1600,Michael Haneke,,,
1601,Michael Hoffman,,,
1602,Michael Kantor,,,
1603,Michael Lehmann,,,
1604,Michael Lindsay-Hogg,,,
1605,Michael Mann,,,
1606,Michael Miller,,,
1607,Michael Moore,,,
1608,Michael Patrick Yann,,,
1609,Michael Polish,,,
1610,Michael Powell,,,
1611,Michael Reeves,,,
1612,Michael Tolkin,,,
1613,Michael Tuchner,,,
1614,Michael Verhoeven,,,
1615,Michael Whyte,,,
1616,Michael Winterbottom,,,
1617,Michel Franco,,,
1618,Michel Gondry,,,
1619,Michel Hazanavicius,,,
1620,Michel Kammoun,,,
1621,Michel Khleifi,,,
1622,Michel Klier,,,
1623,Michel Ocelot,,,
1624,Michel Spinosa,,,
1625,Michelangelo Antonioni,,,
1626,Michelangelo Frammartino,,,
1627,Michele Placido,,,
1628,Mick Jackson,,,
1629,Midi Z,,,
1630,Miguel Albaladejo,,,
1631,Miguel Artera,,,
1632,Miguel Bardem,,,
1633,Miguel Courtois,,,
1634,Miguel Gomes,,,
1635,Miike Takashi,,,
1636,Mika Ronkainen,,,
1637,Mika Taanila,,,
1638,Mikael Håfström,,,
1639,Mike Barker,,,
1640,Mike Beckham,,,
1641,Mike Caplan,,,
1642,Mike Dibb,,,
1643,Mike Figgis,,,
1644,Mike Hodges,,,
1645,Mike Johnson,,,
1646,Mike Kerry,,,
1647,Mike Leigh,,,
1648,Mike Lerner,,,
1649,Mike Majoros,,,
1650,Mike Mills,,,
1651,Mike Nichols,,,
1652,Mike Todd,,,
1653,Mikhail Kalatozov,,,
1654,Mikio Naruse,,,
1655,Milos Forman,,,
1656,Milos Loncarevic,,,
1657,Mimmo Calopresti,,,
1658,Mimo Calopresti,,,
1659,Mira Erdevicki-Charap,,,
1660,Mira Nair,,,
1661,Miranda July,,,
1662,Mirta Ibarra,,,
1663,Mitchell and Kenyon,,,
1664,Mohamad Asli,,,
1665,Mohamed Al-Daradji,,,
1666,Mohamed Hamidi,,,
1667,Mohammad-Ali Talebi,,,
1668,Mohsen Makhmalbaf,,,
1669,Mojtaba Mirtahmasb,,,
1670,Molly Reynolds,,,
1671,Monica Stambrini,,,
1672,Montxo Armendáriz,,,
1673,Morgan Neville,,,
1674,Morgan Spurlock,,,
1675,Mori Masaki,,,
1676,Morita Hiroyuki,,,
1677,Morris Engel,,,
1678,Morten Tyldum,,,
1679,Moufida Tlati,,,
1680,Moussa Tourré,,,
1681,Murali K. Thalluri,,,
1682,Muriel d’Ansembourg,,,
1683,Mónica Laguna,,,
1684,Nabil Ayouch,,,
1685,Nacho Vigalondo,,,
1686,Nadia Conners,,,
1687,Nadine Labaki,,,
1688,Nagisa Oshima,,,
1689,Nalini Malani,,,
1690,Nana Ekvtimishvili,,,
1691,Nando Olival,,,
1692,Nanette Burstein,,,
1693,Nanni Moretti,,,
1694,Nanni Morretti,,,
1695,Narcisco Ibánez Serrador,,,
1696,Natalia Almada,,,
1697,Natalie Portman,,,
1698,Nathan Rae,,,
1699,Nathanial Hörnblowér,,,
1700,Nathaniel Kahn,,,
1701,Neil Armfield,,,
1702,Neil Hunter,,,
1703,Neil Jordan,,,
1704,Neil LaBute,,,
1705,Nejib Belkadhi,,,
1706,Neus Ballús,,,
1707,New Order,,,
1708,Newton Aduaka,,,
1709,Nichola Bruce,,,
1710,Nicholas Hansen,,,
1711,Nicholas Hytner,,,
1712,Nicholas Ray,,,
1713,Nicholas Winding Refn,,,
1714,Nick Broomfield,,,
1715,Nick Doob,,,
1716,Nick Francis,,,
1717,Nick Jordan,,,
1718,Nick Park,,,
1719,Nick Whit,,,
1720,Nicolas Entel,,,
1721,Nicolas Klotz,,,
1722,Nicolas Philibert,,,
1723,Nicolas Roeg,,,
1724,Nicolas Winding Refn,,,
1725,Nicole Holofcener,,,
1726,Nicole Volaka,,,
1727,Nida Sinnokrot,,,
1728,Nidhi Tuli,,,
1729,Niels Arden Oplev,,,
1730,Niels Mueller,,,
1731,Nigel Cole,,,
1732,Niki Caro,,,
1733,Niklaus Schilling,,,
1734,Nikola Leûai,,,
1735,Nikolaj Arcel,,,
1736,Nimród Antal,,,
1737,Nina Pope,,,
1738,Nino Jacusso,,,
1739,Nir Bergman,,,
1740,Nisha Pahuja,,,
1741,Noah Baumbach,,,
1742,Noam Shalev,,,
1743,Nobuhiro Suwa,,,
1744,Noburo Tanaka,,,
1745,Nora Meyer,,,
1746,Norifumi Suzuki,,,
1747,Norman Jewison,,,
1748,Nuri Bilge Ceylan,,,
1749,Nurit Kedar,,,
1750,Nurit Kedar and Eran Rikis,,,
1751,Ole Christian Madsen,,,
1752,Oliver Hirschbiegel,,,
1753,Oliver Parker,,,
1754,Oliver Schmitz,,,
1755,Oliver Stone,,,
1756,Olivier Assayas,,,
1757,Olivier Babinet,,,
1758,Olivier Dahan,,,
1759,Olivier Ducastel,,,
1760,Olivier Marchal,,,
1761,Olivier Meyrou,,,
1762,Olivier Nakache,,,
1763,Olivier Ringer,,,
1764,Ondi Timoner,,,
1765,Onedotzero,,,
1766,Oren Moverman,,,
1767,Ori Ravid,,,
1768,Orson Welles,,,
1769,Oskar Roehler,,,
1770,Ossie Davis,,,
1771,Otar Iosseliani,,,
1772,Otto Preminger,,,
1773,Ousmane Sembene,,,
1774,Oxide Pang,,,
1775,Pablo Berger,,,
1776,Pablo Carbonell,,,
1777,Pablo Fendrik,,,
1778,Pablo Giorgelli,,,
1779,Pablo Larrain,,,
1780,Pablo Malo,,,
1781,Pablo Stoll,,,
1782,Pablo Trapero,,,
1783,Paco Cabezas,,,
1784,Paco Plaza,,,
1785,Paco R. Baños,,,
1786,Paddy Considine,,,
1787,Pamela Meyer-Arndt,,,
1788,Paolo Sorrentino,,,
1789,Paolo Taviani,,,
1790,Paolo Virzì,,,
1791,Park Chan-Wook,,,
1792,Park Chulsoo,,,
1793,Park Kyung-hee,,,
1794,Pascal Bonitzer,,,
1795,Pascal-Alex Vincent,,,
1796,Pascale Ferran,,,
1797,Pasolini,,,
1798,Pat Collins,,,
1799,Pat Jackson,,,
1800,Pat Murphy,,,
1801,Pat O'Neill,,,
1802,Pat O’Neill,,,
1803,Patrice Chéreau,,,
1804,Patrice Leconte,,,
1805,Patricia Cardosa,,,
1806,Patricia Ferreira,,,
1807,Patricia Riggen,,,
1808,Patricia Rozema,,,
1809,Patricio Guzmán,,,
1810,Patricio Henriquez,,,
1811,Patrick Daly,,,
1812,Patrick Grandperret,,,
1813,Patrick Keiller,,,
1814,Patrick Stettner,,,
1815,Patxo Tellería,,,
1816,Paul Andrew Williams,,,
1817,Paul Baron,,,
1818,Paul Bartel,,,
1819,Paul Devlin,,,
1820,Paul Fierlinger,,,
1821,Paul Greengrass,,,
1822,Paul Humfress,,,
1823,Paul Justman,,,
1824,Paul Leduc,,,
1825,Paul Nagel,,,
1826,Paul Rotha,,,
1827,Paul Schrader,,,
1828,Paul Smaczny,,,
1829,Paul Thomas,,,
1830,Paul Thomas Anderson,,,
1831,Paul Tickell,,,
1832,Paul Verhoeven,,,
1833,Paul Wagner,,,
1834,Paul Wegener,,,
1835,Paul Wright,,,
1836,Paula Markovitch,,,
1837,Paulo Caldas,,,
1838,Paulo Sorrentino,,,
1839,Pawel Pawlikowski,,,
1840,Paz Encina,,,
1841,Pearse Elliott,,,
1842,Pedro Almodóvar,,,
1843,Pedro Flores,,,
1844,Pedro González-Rubio,,,
1845,Pedro Sienna,,,
1846,Pen-ek Ratanaruang,,,
1847,Per Fly,,,
1848,Pere Joan Ventura,,,
1849,Perry Henzell,,,
1850,Perry Ogden,,,
1851,Peter Bogdanovich,,,
1852,Peter Carstairs,,,
1853,Peter Davis,,,
1854,Peter Djigirr,,,
1855,Peter Greenaway,,,
1856,Peter Ho-Sun Chan,,,
1857,Peter Jackson,,,
1858,Peter Lennon,,,
1859,Peter Lichtefeld,,,
1860,Peter Lord,,,
1861,Peter Mettler,,,
1862,Peter Mullan,,,
1863,Peter Sasdy,,,
1864,Peter Sehr,,,
1865,Peter Sollett,,,
1866,Peter Strickland,,,
1867,Peter Ustinov,,,
1868,Peter Walker,,,
1869,Peter Watkins,,,
1870,Peter Webber,,,
1871,Peter Weir,,,
1872,Peter Welz,,,
1873,Peter Whitehead,,,
1874,Peter Wollen,,,
1875,Peter Yates,,,
1876,Petr Vaclav,,,
1877,Petr Zelenka,,,
1878,Petter Næss,,,
1879,Phie Ambo-Nielsen,,,
1880,Phil Grabsky,,,
1881,Phil Hawkins,,,
1882,Phil Meachem,,,
1883,Phil Morrison,,,
1884,Philip Bacon,,,
1885,Philip Gröning,,,
1886,Philip Jones,,,
1887,Philip Kaufman,,,
1888,Philip Noyce,,,
1889,Philip Seymour Hoffman,,,
1890,Philippe Aractingi,,,
1891,Philippe Claudel,,,
1892,Philippe Falardeau,,,
1893,Philippe Garrel,,,
1894,Philippe Le Guay,,,
1895,Philippe Lioret,,,
1896,Philippe Parreno,,,
1897,Phyllidia Lloyd,,,
1898,Pier Paolo Pasolini,,,
1899,Piergiorgio Gay,,,
1900,Pierre Morel,,,
1901,Pierre Salvadori,,,
1902,Pipilotti Rist,,,
1903,Pirjo Honkasalo,,,
1904,Poon Yick-sum,,,
1905,Prakash Mehra,,,
1906,Pramod Pati,,,
1907,Preston Sturges,,,
