event_id,title,alternative_title,release_year,certificate,languages,duration,country_of_origin,actors,is_live
21301,The Blair Witch Project,,1998,15,,85,US,,0
21302,Ratcatcher,,1999,15,,93,UK,,0
21303,Onegin,,1999,12,,106,"US, UK",,0
21304,Taxi,,1999,15,,86,France,"Samy Nacéri, Marion Cotillard, Frédéric Diefenthal, Emma Sjöberg",0
21305,Run Lola Run,,1998,15,German,80,Germany,"Moritz Bleibtreu, Herbert Knaup, Franka Potente, Armin Rohde",0
21307,Rushmore,,1998,15,,93,US,"Seymour Cassel, Olivia Williams, Jason Schwartzman, Bill Murray",0
21308,Faust,,1926,PG,,115,Germany,"Wilhelm Dieterle, Gosta Ekman, Emil Jannings, Camilla Horn",0
21309,Stop Making Sense,,1984,PG,,88,US,,0
21310,The Titchborne Claimant,,1998,PG,,98,UK,"Stephen Fry, Robert Pugh, Robert Hardy, John Kani, John Gielgud",0
21311,Boys Don't Cry,,1999,18,,114,US,"Hilary Swank, Chloë Sevigny, Brendan Sexton III",0
21312,Yana's Friends,,1999,,,90,Israel,"Shmil Ben-Ari, Nir Levi, Evlyn Kaplun",0
21313,I bambini ci guardano,The Children Are Watching Us,1942,,,86,Italy,"Marcello Mastroianni, Luciano De Ambrosis, Isa Pola",0
21314,The Last Days,,1998,PG,,86,US,,0
21315,Un garabaldino al convento,A Garibaldian in the Convent,1941,,,95,Italy,"Vittorio De Sica, Leonardo Cortese, Federico Collino, Clara Auteri Pepe",0
21316,Bicycle Thieves,Ladri di biciclette,1948,U,Italian,89,Italy,"Lianella Carell, Lamberto Maggiorani, Enzo Staiola",0
21319,Point Break,,1991,18,,122,US,"Patrick Swayze, Lori Petty, Keanu Reeves, Gary Busey",0
21320,Wintersleepers,Winterschläfer,1997,15,,134,Germany,"Ulrich Matthes, Heino Ferch, Floraine Daniel",0
21321,"Late August, Early September","Fin août, début septembre",1999,15,,111,France,"Virginie Ledoyen, Mathieu Amalric, JKeanne Balibar, François Cluzet",0
21322,L'Appât,The Bait,1995,18,,116,France,"Richard Berry, Olivier Sitruk, Marie Gillain, Bruno Putzulu",0
21323,The Portrait of a Lady,,,12,,144,"US, UK","Nicole Kidman, Martin Donovan, John Malkovich, Barbara Hershey",0
21324,Le bonheur est dans le pré,,1995,15,,106,France,"Sabine Azéma, Michel Serrault, Eric Cantona, Eddy Mitchell, Carmen Maura",0
21325,Drop Dead Gorgeous,,1999,15,,98,US,,0
21326,Heathers,,,18,,103,,"Winona Ryder, Christian Slater",0
21327,"Happy, Texas",,1999,,,100,US,"Steve Zahn, Jeremy Northam, Illeana Douglas, Ally Walker",0
21328,Pink Flamingos,,1972,18,,95,US,,0
21329,Hold Me While I'm Naked,,1966,,,15,US,,0
21330,South Park Bigger Louder & Uncut,,1999,15,,82,US,,0
21331,The Devil's Cleavage,,1973,18,,120,US,,0
21332,Sitcom,,1998,18,,89,France,"Marina et Adrien de Van, François Marthouret, Evelyne Dandry",0
21333,The Exorcist,,1973,18,,122,US,,0
21334,The Devils,,1971,18,English,107,Great Britain,"Vanesa Redgrave, Oliver Reed, Dudley Sutton",0
21335,Monty Python's Life of Brian,,1979,15,,93,UK,,0
21336,Viridiana,,1961,15,,91,"Spain, Mexico","Silvia Piñal, Margarita Lozano, Francisco Rabal, Fernando Rey",0
21337,EDtv,,1999,12,,123,US,"Woody Harrelson, Mathew McConaughey, Martin Landau, Ellen Degeneres, Dennis Hopper",0
21338,Strangers on a Train,,1951,PG,,101,US,"Ruth Roman, Robert Walker, Patricia Hitchcock, Farley Granger",0
21339,Rebecca,,1940,PG,English,131,US,"Laurence Olivier, Judith Anderson, Joan Fortaine, George Sanders",0
21344,Vertigo,,1958,PG,,128,US,"Kim Novak, Jimmy Stewart, Barbara Bel Geddes",0
21345,La Ciociara,Two Women,1961,15,,110,"Italy, France","Sophia Loren, Jean-Paul Belmondo, Emma Brown",0
21346,The Straight Story,,1999,U,,111,US,"Sissy Spacek, Richard Farnsworth, Harry Dean Stanton",0
21347,The Winslow Boy,,1999,U,,104,US,"Rebecca Pidgeon, Nigel Hawthorne, Jeremy Northam, Gemma Jones, Aden Gillet",0
21348,Romance,,1999,18,,95,France,"Sagamore Severin, Rocco Siffredi, François Berleand, Caroline Ducey",0
21349,8 1/2 Women,,,15,,120,UK,"Vivian Wu, Toni Collette, Matthew Delamere, John Standing, Amanda Plummer",0
21350,East is East,,1999,15,,95,UK,"Om Puri, Linda Bassett, Jordan Routledge, Archie Panjabi",0
21351,After Life,,1998,PG,,118,Japan,"Takashi Naito, Susumu Terajima, Kei Tani, Erika Oda, Arata",0
21352,Great Expectations,,1946,PG,English,78,UK,"Martita Hunt, Valerie Hobson, John Mills, Jean Simmons, Finlay Currie, Alec Guiness",0
21354,Forgive and Forget,,1999,,,100,UK,,0
21355,Bullitt,,1968,15,,114,US,"Steve McQueen, Robert Vaughn, Robert Duvall, Jacqueline Bisset",0
21356,Le Départ,,1966,PG,,91,Belgium,"Jean-Pierre Léaud, Jacqueline Bir, Catherine Duport",0
21357,The Sugarland Express,,1974,15,,90,US,"William Atherton, Michael Sacks, Goldie Hawn, Ben Johnson",0
21358,Grand Prix,,1966,PG,,175,US,"Yves Montand, Toshiro Mifune, James Garner, Eva Marie Saint",0
21359,Death Race 2000,,1975,18,,79,US,"Sylvester Stallone, Simone Griffeth, Mary Woronov, David Carradine",0
21360,"Leri, Oggi, e Domani","Yesterday, Today and Tomorrow",1964,15,,119,"Italy, France","Sophia Loren, Marcello Mastroianni",0
21361,Matrimonio all'italiana,Marriage Italian-Style,1964,15,,104,"Italy, France","Sophia Loren, Marcello Mastroianni, Aldo Puglisi",0
21362,Tenebrae,,1982,18,,110,Italy,"John Saxon, Giuliano Gemma, Daria Nicolodi, Anthony Franciosa",0
21363,The Jungle Book,,1967,U,,78,US,,0
21364,Scrooge,,1951,U,,86,UK,"Mervyn Jones, Kathleen Harrison, Jack Warner. Michael Hordern, Alistair Sim",0
21365,Daleks - Invasion of Earth 2150AD,,1966,U,,84,UK,,0
21366,The Limey,,1999,18,,89,US,"Terence Stamp, Peter Fonda, Lesley Ann Warren, Barry Newman",0
21367,Summer of Sam,,1999,18,,142,US,"Mira Sorvina, John Leguizamo, Jennifer Esposito, Adrien Brody",0
21368,Out of Sight,,1998,15,,123,US,"Ving Rhames, Jennifer Lopez, George Clooney, Don Cheadle",0
21369,Buena Vista Social Club,,1999,U,"English, Spanish",104,"US, Germany, Cuba","Ry Cooder, Ruben Gonzalez, Ibrahim Ferrer, Compay Segundo",0
21371,Whistle Down the Wind,,1961,U,,99,UK,"Hayley Mills, Bernard Lee, Alan Bates",0
21372,Lovers of the Arctic Circle,Los Amantes del Círculo Polar,1998,15,Spanish,104,Spain,"Peru Medem, Najwa Nimri, Nacho Novo, Fele Martinez",0
21373,Limbo,,1999,15,,128,US,"Mary Elizabeth Mastrantonio, Kris Kristofferson, David Strathairn",0
21374,Happy Holidays,,,U,,,,,0
21375,No Screenings,,,U,,,,,0
21377,The Cup,Phörpa,1999,PG,,94,Japan,"Orgyen Tobyal, Neten Choking, Jamyang Lodra",0
21378,The Children of the Marshland,Les Enfants du marais,1998,PG,,115,France,"Michael Serrault, Jacques Villeret, Jacques Gamblin, Eric Cantona, André Dussollier",0
21379,wonderland,,1999,15,,108,UK,"Shirley Henderson, Molly Parker, John Simm, Ian Hart, Gina McKee",0
21380,Better Living Through Circuitry,,1999,,,86,US,,0
21381,Kes,,1969,U,English,113,Great Britain,"Colin Welland, David Bradley, Freddie Fletcher, Lynne Perrie",0
21382,My Best Fiend,Mein Leibster Feind,1999,,,105,"UK, Germany","Klaus Kinski, Herzog",0
21383,American Movie,,1999,,,105,US,Mark Borchardt,0
21384,Bound,,1996,18,English,104,US,"Gina Gershon, Jennifer Tilly",0
21385,"Mr. Death: The Rise & Fall of Fred A. Leuchter, Jr.",,1999,,,90,"US, UK",Fred A. Leuchter,0
21386,Black & White in Colour,,1999,,,59,Czech Republic,Vera Bila,0
21387,Mouchette,,1966,PG,,90,France,"Paul Hébert, Nadine Nortier, marie Cardinal, Jean Vimenet",0
21388,Alice et Martin,,1998,15,,124,"US, Spain, France","Mathieu Amalric, Juliette Binoche, Carmen Maura, Alxis Loret",0
21389,Following,,1998,15,,70,UK,"Lucy Russell, John Nolan, Jeremy Theobald, Alex Haw",0
21390,Such a Long Journey,,1998,15,,118,"UK, Canada","Soni Razdan, Roshan Seth, Om Puri, Nasseeruddin",0
21391,A Room for Romeo Brass,,1999,15,,97,UK,"Paddy Considine, Ben Marshall, Andrew Shim",0
21392,Simon of the Desert,,1965,12,,45,Mexico,"Silvia Piñal, Jésus Fernández, Hortensia Santovana, Claudio Brook",0
21393,Three Seasons,,1999,12,,108,"Vietnam, US","Zoë Bui, Ngoc Hiep, Manh Cuong, Harvey Keitel",0
21394,L'Age d'or,,1930,18,,60,France,"Max Ernst, Lya Lys, Gasron Modot",0
21395,El ángel exterminador,The Exterminating Angel,1962,12,,95,Mexico,"Silvia Piñal, Lucy Gallardo, Enrique Rabal, Claudio Brook",0
21401,La Colmena,The Beehive,1982,,,112,Spain,"Victoria Abril, Francisco Rabal, Camilo José Cela, Antonio Resines, Ana Belén",0
21402,La Celestina,,1996,,,92,Spain,"Penélope Cruz, Terele Pavez, Nancho Novo, Maribel Verdú, Juan Diego Botto, Jordi Mollà",0
21403,El Sur,,1983,U,,94,"Spain, France","Sonsoles Aranguen, Omero Antonutti, Lola Cardona, Icíar Bollaín",0
21404,The End of the Affair,,1999,18,,109,"US, UK","Stephen Rea, Ralph Fiennes, Julianne Moore, Ian Hart",0
21405,Human Traffic,,1999,18,,99,"UK, Ireland","Shaun Parkes, Lorraine Pilkington, John Simm, Danny Dyer",0
21406,It All Starts Today,«a commence aujourd'hui,,12,,117,France,"Phillippe Torreton, Nadia Kaci, Maria Pitarresi, Franciose Bette",0
21407,eXistenZ,,1999,15,,90,"UK, Canada","Willem Dafoe, Jude Law, Jennifer Jason Leigh, Ian Holm",0
21408,Living Dead at the Manchester Morgue,,1974,18,,93,"Spain, Italy","Ray Lovelock, Christine Galbo, Arthur Kennedy",0
21409,Switchboard Operator,,1967,18,,69,Yugoslavia,"Philippe Torreton, Nadia Kaci, Maria Pitarresi, Françoise Bette",0
21410,Topsy-Turvy,,1999,12,,160,UK,"Timothy Spall, Lesley Manville, Jim Broadbent, Allan Corduner",0
21411,The Iron Giant,,1999,U,,87,US,"Voices by Jennifer Aniston, Vin Diesel, Harry Connick Jr, Cloris Leachman",0
21412,Open Your Eyes,Abre los ojos,1998,15,,117,"Spain, Italy, France","Penélope Cruz, Najwa Nimri, Fele Martinez, Eduardo Noriega",0
21413,Yellow Submarine,,1968,U,,87,UK,,0
21414,Sonatine,,1993,18,,94,Japan,"Tetsu Watanabe, Takeshi Kitano (aka ""Beat"" Takeshi), Aya Kokumai",0
21415,Rear Window,,1954,PG,English,114,US,"James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter, Raymond Burr",0
21416,Being John Malkovich,,1999,15,English,112,US,"John Malkovich, John Cusack, Catherine Keener, Cameron Diaz",0
21417,Rosetta,,1999,15,,91,"France, Belgium","Fabrizio Rongione, Emilie Dequenne",0
21418,Time Regained,,1999,18,,155,"Portugal, Italy, France","Vincent Perez, John Malkovich, Emmanuelle Béart, Catherine Deneuve",0
21419,Xiao Wu,,1997,,,107,"Hong Kong, China","Zu Bai Tao, Wang Hong wei, Hao hong Jian",0
21420,Show Me Love,Fucking Amål,1998,15,Swedish,90,Sweden,"Rebecca Liljeberg, Mathias Rust, Erica Carlson, Alexandra Dahlstrom",0
21422,All About My Mother,Todo Sobre Mi Madre,1999,15,Spanish,100,Spain,"Penélope Cruz, Marisa Paredes, Cecilia Roth, Candela Pena, Antonia San Juan",0
21424,Brief Encounters,,,,,,,,0
21425,Las huellas,Fading Memories,1999,15,,95,Spain,"Mercedes Sampietro, Héctor Alterio, Federico Luppi, Elena Anaya",0
21426,Butterfly's Tongue,La lengua de las mariposas,1999,PG,,95,Spain,"Uxia Blanco, Manuel Lozana, Gonzalo Martín Uriarte, Fernando Fernán Gómez",0
21427,Land and Freedom,Tierra y libertad,1995,15,,109,"UK, Spain","Tom Gilroy, Rosana Pastor, Icíar Bollaín, Ian Hart",0
21428,Flowers From Another World,Flores de otro mundo,1999,15,,106,Spain,"Marilín Torres, Luis Tosar, Lisette Mejía, José Sancho, Elena Irureta",0
21429,"Hi, Are You Alone?","Hola, ¿estás sola?",1995,15,,90,Spain,"Silke, Elena Irureta, Candela Pena, Arcadi Levin, Alex Angulo",0
21430,I Will Survive,Sobreviviré,1999,15,,85,Spain,"Rosana Pastor, Mirtha Ibarra, Juan Diego Botto, Emma Suárez",0
21431,Solas,Alone,1998,15,,98,Spain,"María Galiana, Carlos álvarez, Antonio Dechent, Ana Fernández",0
21432,Black Tears,Lágrimas negras,1998,18,,97,Spain,"Fele Martinez, Elvira Mínguez, Elena Anaya, Ariadna Gil, Ana Risueño",0
21433,Washington's Wolves,Los lobos de Washington,1999,18,,94,Spain,"Pepe (José) Sancho, Javier Bardem, Ernesto Alteria, Eduard Fernández, Alberto San Juan",0
21434,El milagro de P. Tinto,P. Tinto's Miracle,1998,12,,106,Spain,"Silvia Casanova, Pablo Pinedo, Luis Ciges, Javier Aller",0
21435,Goya in Bordeaux,Goya en Burdeos,1999,12,,100,"Spain, Italy","Maribel Verdú, José Coronado, Francisco Rabal, Eulalia Ramón, Dafne Fernández",0
21436,Manolito Four-Eyes,Manolito Gafotas,1999,PG,,85,Spain,"Roberto álvarez, David Sánchez del Rey, Antonio Gamero, Adriana Ozores",0
21437,Neighbourhood,Barrio,1998,15,,99,Spain,"Timy, Marieta Orozco, Eloi Yebra, Crispula Cabezas",0
21438,Welcome Mister Marshall!,¡Bienvenido Míster Marshall!,1952,U,,75,Spain,"Manolo Morán, Lolita Sevilla, José Isbert, Fernando Rey, Alberto Romea",0
21439,Fading Memories,Las huellas borradas,1999,15,,95,Spain,"Mercedes Sampietro, Héctor Alterio, Federico Luppi, Elena Anaya",0
21440,The Nameless,Los sin nombre,1999,18,,102,Spain,"Tristán Ulloa, Karra Elejalde, Emma Vilarasau",0
21441,Boom Boom,,1989,15,,90,Spain,"Viktor Lazlo, Sergi Mateu, Fernando Guillén Cuervo",0
21442,To Die (or Not),Morir (o no),2000,18,,90,Spain,"Sergi Belbel, Lluis Homar, Carmen Elías, Anna Lizarán",0
21443,El Corto (no) Ingles,,,,,95,Spain,,0
21444,BCN and Beyond,,,,,80,Spain,,0
21446,The Testament of Dr. Mabuse,Das Testament des Dr Mabuse,1933,PG,,122,Germany,"Rudolf Klein-Rogge, Otto Wernicke, Oscar Beregi, Gustav Diessl",0
21447,M,,1931,PG,,118,Germany,"Peter Lorre, Otto Wernicke, Ellen Widman",0
21449,Mansfield Park,,1999,15,,110,UK,"Lindsay Duncan, Jonny Lee Miller, Harold Pinter, Frances O'Connor",0
21450,El Día De La Bestia,The Day of the Beast,1995,18,,104,"Spain, Italy","Terele Pavez, Santiago Segura, Armando De Razza, Alex Angulo",0
21453,Holy Smoke,,1999,18,,114,"US, UK, Australia","Kate Winslet, Julie Hamilton, Harvey Keitel",0
21454,Magnolia,,1999,18,,188,US,"William H. Macy, Tom Cruise, Philip Seymour Hoffman, Julianne Moore, Jason Robards",0
21455,Hurlyburly,,1998,18,,122,US,"Sean Penn, Robin Wright Penn, Kevin Spacey, Chazz Palminteri",0
21456,Sunshine,,1999,15,,180,"Hungary, Germany, Canada, Austria","Rosemary Harris, Ralph Fiennes, Rachel Weisz, Jennifer Ehle",0
21457,Once Upon a Time in the West,,1968,15,English,165,Italy,"Jason Robards, Woody Strode, Jack Elam, Henry Fonda, Claudia Cardinale, Charles Bronson",0
21465,Bleeder,,1999,18,,100,Denmark,"Rikke Louise Andersson, Mads Mikkelsen, Kim Bodnia",0
21466,Living in Oblivion,,1995,15,,90,US,"Steve Buscemi, James LeGros, Dermot Mulroney, Catherine Keener",0
21467,The Rapture,,1991,15,,102,US,"Patrick Bauchau, Mimi Rogers, Kimberly Cullum, David Duchovny",0
21468,Walking and Talking,,1996,15,,85,,,0
21469,Rancho Notorious,,1952,PG,,99,US,"Mel Ferrer, Marlene Dietrich, Jack Elam, Arthur Kennedy",0
21470,Ministry of Fear,,1944,PG,,85,US,"Ray Milland, Majorie Reynolds, Dan Duryea",0
21471,Human Desire,,1954,PG,,90,US,"Gloria Grahame, Glenn Ford, Edgar Buchanan, Broderick Crawford",0
21472,The House by the River,,1949,PG,,88,US,"Louis Hayward, Lee Bowman, Jane Wyatt",0
21473,The Virgin Suicides,,1999,15,,97,US,"Kirsten Dunst, Kathleen Turner, Josh Hartnett, James Woods, Danny DeVito",0
21474,Girls Will Be Boys,,,18,,,,,0
21475,Cradle Will Rock,,1999,15,,132,US,"Ruben Blades, Susan Sarandon, John Cusack, Hank Azaria, Emily Watson, Angus Macfayden",0
21476,Trick,,1998,15,,87,US,"Tori Spelling, Lorri Bagley, John Paul Pitoc, Christian Campbell",0
21477,Jubilee,,1978,18,,102,UK,"Jenny Runacre, Nell Campbell",0
21478,The Filth and the Fury,,2000,15,English,107,UK,,0
21479,The Carriers Are Waiting,Les Convoyeurs attendent,1999,15,,95,"Switzerland, France, Belgium","Philippe Grand’Henry, Morgane Simon, Bouli Lanners, Benoît Poelvoorde",0
21480,Cat People,,1942,PG,,73,US,"Tom Conway, Simone Simon, Kent Smith, Jane Randolph",0
21481,Westway the World,,1999,,,82,,,0
21482,Dogs In Space,,1986,18,,109,Australia,"Saskia Post, Nique Needles, Michael hutchence, Chris Haywood",0
21483,Out of the Blue,,1980,18,,93,Canada,"Sharon Farrell, Raymond Burr, Linda Manz, Dennis Hopper",0
21484,Ghost Dog,,1999,15,,116,US,"John Tormey, Forest Whitaker, Cliff Gorman",0
21485,American Psycho,,1999,18,,100,US,"Willem Dafoe, Reese Witherspoon, Jared Leto, Christian Bale",0
21486,The Girl on the Bridge,,1999,15,,92,France,"Vanessa Paradis, Daniel Auteuil",0
21487,A Fistful of Dynamite,Gui la Testa,1971,18,,150,Italy,"Romolo Valli, Rod Steiger, Maria Monti, James Coburn",0
21488,A Fistful of Dollars,Per un Pugno di Dollari,1964,15,,100,"West Germany, Spain, Italy","Marianne Koch, Gian Maria Volonté, Clint Eastwood",0
21489,"The Good,The Bad and the Ugly","Il buono, il brutto, il cattivo",1966,18,,160,"US, Italy","Lee Van Cleef, Eli Wallach, Clint Eastwood",0
21491,Toy Story 2,,1999,U,,94,US,,0
21492,Days of Heaven,,1978,PG,English,94,US,"Brooke Adams, Linda Manz, Richard Gere, Sam Shephard",0
21494,Sweet and Lowdown,,1999,PG,English,96,US,"Uma Thurman, Sean Penn, Samantha Morton, Gretchen Mol",0
21497,Not One Less,Yi Ge Dou Bu Neng Shao,1999,U,,106,China,"Zhang Huike, Wei Minhi, Tian Zhenda, Enman Gao",0
21498,Danger : Diabolik,,1967,15,,100,"Italy, France","Michel Piccoli, Marisa Mell, John Philip Law, Adolfo Celi",0
21499,The Untouchables,,1987,15,,120,US,"Sean Connery, Robert De Niro, Kevin Costner, Charles Martin Smith, Andy Garcia",0
21500,Kikujiro,,1999,12,,122,Japan,"Yusuke Sekiguichi, Takeshi Kitano (aka ""Beat"" Takeshi), Kazuko Yoshiyuki, Kayoko Kishimoto",0
21501,Nora,,1999,15,,106,"Italy, Ireland, Germany","Susan Lynch, Peter McDonald, Ewan McGregor",0
21502,Wavelength 00,,,,,70,,,0
21503,Wow + Flutter 00,,,,,70,,,0
21504,One Day in September,,1999,15,,92,UK,,0
21505,Cinema Paradiso,,1988,PG,"English, Italian, Portugese",123,"Italy, France","Antonella Attili, Enzo Cannavale, Isa Danieli",0
21506,The Long Good Friday,,1979,18,,114,UK,"Helen Mirren, Dave King, Bryan Marshall, Bob Hoskins",0
21507,The Hurricane,,1999,15,,145,US,"Vicellus Reon Shannon, Liev Schreiber, Denzel Washington, Deborah Kara Unger, Dan Hedaya",0
21508,Bringing Out The Dead,,1999,15,,121,US,"Ving Rhames, Tom Sizemore, Patricia Arquette, Nicolas Cage, John Goodman",0
21509,L'Ennui,,1998,18,,122,France,"Sophie, Guillemin, Charles Berling, Arielle Dombasle",0
21510,Man on the Moon,,2000,15,,118,US,"Jim Carrey, Danny DeVito, Courtney Love",0
21511,The Last September,,1999,15,,104,"UK, Ireland","Michael Gambon, Maggie Smith, Keeley Hawes, Jane Birkin, Fiona Shaw",0
21512,Hawks and Sparrows,Uccellacci e Uccellini,1966,PG,,88,Italy,"Toto, Rossana Di Rocco, Ninetto Davoli, Femi Benussi",0
21513,The Battle of Algiers,La Battaglia di Algeri,1965,15,"Arabic, French",117,"Italy, Algeria","Yacef Saadi, Tommaso Neri, Jean Martin, Brahim Haggiag",0
21514,La Nouvelle Eve,The New Eve,1998,18,,98,France,"Sergi Lopez, Pierre-Loup Rajot, Karin Viard, Catherine Frot",0
21515,Claire Dolan,,1997,18,,95,"US, France","Vincent D'Onofrio, Katrin Cartlidge, John Doman, Colm Meaney",0
21516,Sex: The Annabel Chong Story,,1999,18,,86,US,,0
21517,The City,La ciudad,1998,,,87,US,"Silvia Goiz, Jose Rabelo, Fernando Reyes, Cipriano Garcia",0
21518,The Legend of 1900,La Leggenda del pianista sull' oceano,1999,15,,125,"UK, Italy","Tim Roth, Pruitt Taylor Vince, Melanie Thierry, Bill Nunn",0
21519,Une Liaison Pornographic,,1999,15,,80,France,"Sergi Lopez, Nathalie Baye",0
21520,Billy Budd,,1962,U,,125,UK,"Terence Stamp, Robert Ryan, Peter Ustinov",0
21521,Beau Travail,Good Work,1998,15,French,90,France,"Michel Subor, Grégoire Colin, Denis Lavant",0
21529,Olympiad,Olympische Spiele 1936,1936,15,,,Germany,,0
21530,Sebastiane,,1976,18,English,82,UK,"Neil Kennedy, Barney James",0
21531,Beyond the Mat,,2000,15,,102,US,"Vince McMahon, Terry Funk, Mick ""Mankind"" Foley, Jake ""The Snake"" Roberts",0
21532,High Fidelity,,2000,15,,113,"US, UK","Lisa Bonet, Todd Luiso, John Cusack, Joan Cusack, Jack Black, Iben Hjejle",0
21533,Jesus' Son,,1999,18,,109,US,"Samantha Morton, Holly Hunter, Dennis Hopper, Denis Leary, Billy Crudup",0
21534,Earth,,1998,15,,99,"India, Canada","Rahul Khanna, Nandita Das, Maia Sethna, Aamir Khan",0
21535,Fire,,1996,15,,108,"India, Canada","Shabana Azmi, Kushal Rekhi, Kulbashan Khardanda, Jaavad Jaaferi",0
21536,Kadosh,,1999,15,,116,Israel,"Yoram Hattab, Yaël Abecassis, Uri Ran Klausner, Sami Hori, Meital Barda",0
21537,Tango,,1998,12,,115,"Spain, Argentina","Miguel Angel Sol, Cecilia Norova",0
21538,Flamenco,,1995,,,100,Spain,,0
21539,American Beauty,,1999,18,,121,US,"Thora Birch, Wes Bentley, Mena Suvari, Kevin Spacey, Chris Cooper, Annette Bening",0
21541,The Insider,,1999,15,,157,US,"Russell Crowe, Phillip Baker Hall, Christopher Plummer, Al Pacino",0
21542,"Now, Voyager",,1942,U,English,117,US,"Paul Henreid, Gladys Cooper, Claude Rains, Bette Davis",0
21549,Blade Runner - The Director's Cut,,1982,15,,112,US,"Sean Young. Edward James Olmos, Rutger Hauer, Harrison Ford",0
21550,To Have and Have Not,,1945,PG,English,100,US,"Walter Brennan, Lauren Bacall, Humphrey Bogart, Hoagy Carmichael",0
21553,Grosse Point Blank,,1997,15,,106,US,"Minnie Driver, John Cusack, Joan Cusack, Dan Akroyd, Alan Arkin",0
21554,Superfly,,1972,18,,93,US,"Sheila Frazier, Ron O'Neal, Julius Harris, Carl Lee",0
21555,Cotton Comes to Harlem,,1970,18,,97,US,"Redd Foxx, Raymond St. Jacques, Judy Pace, Godfrey Cambridge, Calvin Lockhart",0
21556,The Legend of Nigger Charley,,1972,18,,98,US,"Gertrude Jeannette, Fred Williamson, DπUrville Martin, Don Pedro Colley",0
21557,Shaft,,1971,18,,100,US,"Richard Roundtree, Moses Gunn, Christopher St. John, Charles Cioffi",0
21558,Sweet Sweetback's Baadasssss Song,,1971,18,,97,US,"Simon Chuckster, Melvin Van Peebles, Mario Van Peebles, Hubert Scales",0
21559,The Blue Angel,Der blaue Engel,1930,PG,"English, German",99,Germany,"Marlene Dietrich, Kurt Gerron, Emil Jannings",0
21561,Marlene,,1983,PG,,94,West Germany,,0
21562,Morocco,,1930,PG,,92,US,"Ulrich Haupt, Marlene Dietrich, Gary Cooper, Adolphe Menjou",0
21563,Shanghai Express,,1932,PG,,92,US,"Warner Oland, Dietrich, Clive Brook, Anna May Wong",0
21564,La Veuve de Saint-Pierre,,2000,15,,112,France,"Juliette Binoche, Emir Kusturica, Daniel Auteuil",0
21565,Timecode,,2000,,,97,US,"Salma Hayek, Stellan Skarsgård, Saffron Burrows, Kyle MacLachlan, Holly Hunter, Jeanne Tripplehorn, Glenne Headly",0
21566,Breathless,À bout de souffle,1959,15,French,90,France,"Van Doude, Liliane David, Jean-Pierre Melville, Jean-Paul Belmondo, Jean Seberg",0
21571,Pola X,,1999,18,,134,"Switzerland, Japan, Germany, France","Katerina Golubeva, Guillaume Depardieu, Delphine Chuillot, Catherine Deneuve",0
21572,Some Voices,,2000,15,,101,UK,"Kelly Macdonald, Julie Graham, David Morrissey, Daniel Craig",0
21573,Jaya Ganga,,1997,PG,,85,"US, India, France","Smiriri Mishra, Asil Raïs",0
21574,Titus,,2000,18,,160,US,"Jessica Lange, Anthony Hopkins",0
21575,Nurse Betty,,2000,18,,112,US,"Renee Zellweger, Morgan Freeman, Greg Kinnear, Crispin Glover, Chris Rock",0
21576,The Luzhin Defence,,2000,12,,109,UK,"Stuart Wilson, John Turturro, Geraldine James, Emily Watson",0
21577,The Colour of Paradise,,1999,PG,,90,Iran,"Salime Feizi, Mohsen Ramezani, Hossein Mahjub",0
21578,The Devil is a Woman,,1935,PG,,83,US,"Lionel Atwill, Edward Everett Horton, Dietrich, Cesar Romero",0
21579,"O Brother, Where Art Thou?",,2000,12,,106,US,"Tim Blake Nelson, John Turturro, John Goodman, Holly Hunter, George Clooney",0
21580,Manpower,,1941,PG,,105,US,"George Raft, Eve Arden, Edward G. Robinson, Dietrich, Alan Hale",0
21581,Touch of Evil,,1958,12,English,106,US,"Orson Welles, Marlene Dietrich, Janet Leigh, Charlton Heston",0
21582,Dancer in the Dark,,2000,15,,137,Denmark,"Peter Stormare, Joel Grey, David Morse, Catherine Deneuve, Björk",0
21583,The Emperor and the Assassin,,1999,12,,160,China,"Zhang Fengyi, Li Xuejian, Gong Li",0
21584,Pourquoi pas moi?,,1999,,,94,France,,0
21585,Cine-Oke,,,,,,,,0
21586,Those Who Love Me Can Take The Train,Ceux qui m'aiment prenderont le train,1998,15,,122,France,"Vincent Perez, Valeria Bruni-Tedeschi, Jean-Louis Trintignant, Charles Berling",0
21587,Gabbeh,,1995,18,,74,"Iran, France","Shaghayegh Djodat, Hossein Moharami, Abbas Sayahi",0
21588,Sullivan's Travels,,1941,U,,91,US,"William Demerest, Veronica Lake, U Joel McCrea",0
21589,The Colour Of Sex: The Short Films Of Isaac Julien,,,18,,85,,,0
21590,"Excuse me Duckie, but Lucas Loved Me","Perdona Bonita, pero Lucas me quenía a mi",1998,18,,92,Spain,,0
21591,Just One Time,,1999,18,,93,US,,0
21592,Quentin Crisp Rarities,,,18,,,,,0
21593,Heart Breakers,,,18,,,,,0
21594,Funny Felix,Drôle de Félix,1999,15,,97,France,"Sami Bouajila, Pierre-Loup Rajot, Patachou, Ariane Ascaride",0
21595,Chuck and Buck,,2000,15,,96,US,"Paul Weitz, Michael White, Lupe Ontiveros, Chris Weitz",0
21596,After Stonewall,,1999,15,,88,US,,0
21597,Dream Boys,,,,,,,,0
