event_id,title,alternative_title,release_year,certificate,languages,duration,country_of_origin,actors,is_live
23765,The Devil and Daniel Johnston,,2005,12A,English,109,US,,0
23770,Pierrepoint,,2005,15,English,95,UK,"Timothy Spall, Michael Norton, Juliet Stevenson, Eddie Marsan",0
23773,Bob le flambeur,Bob the Gambler,1955,PG,French,100,France,"Roger Duchesne, Isabelle Correy, Daniel Cauchy",0
23775,Army in the Shadows,L'Armée des ombres,1969,12A,French,145,France,"Simone Signoret, Paul Meurisse, Lino Ventura, Jean-Pierre Cassel",0
23781,The Diameter of the Bomb,,2005,12A,"Arabic, Hebrew",86,"UK, Canada",,0
23783,Time to Leave,Le Temps qui reste,2006,18,French,82,France,"Valeria Bruni-Tedeschi, Melvil Poupaud, Jeanne Moreau",0
23791,The King,,2005,15,English,106,"US, UK","William Hurt, Pell James, Paul Dano, Gael García Bernal",0
23796,Lightstruck,,,15,,60,,,0
23798,Russian Dolls,Les Poupeés russes,2005,15,"English, French, Russian",125,France,"Romain Duris, Kelly Reilly, Cécile de France, Audrey Tautou",0
23803,Paradise Now,,2005,15,Arabic,91,"Palestine, Netherlands, Germany, France","Lubna Azabal, Kais Nashef, Ali Suliman",0
23807,The Night of the Hunter,,1955,12A,English,93,UK,"Shelley Winters, Robert Mitchum, Lillian Gish",0
23810,Football as Never Before,Fußball wie noch nie,1970,PG,English,105,East Germany,,0
23813,The Other Final,,2003,PG,English,87,Netherlands,,0
23816,Befreite  Zone,Liberated Zone,2003,15,German,93,Germany,"Johanna Klante, Florian Lukas, Annett Renneberg",0
23818,Fimpen,"Fimpen, the Kid",1973,PG,Swedish,89,Sweden,,0
23821,Renegade Soundwaves,,,12A,,,,,0
23826,Everyone Their Grain of Sand,,,12A,,87,,,0
23829,Thank You For Smoking,,2006,15,English,93,US,"William H. Macy, Robert Duvall, Rob Lowe, Katie Holmes, Aaron Eckhart",0
23838,Kick Off,Hell Bent for 90 Minutes,2004,,,87,Austria,,0
23839,36,36 Quai des Orfèvres,2004,15,French,112,France,"Gérard Depardieu, Daniel Auteuil, André Dussollier",0
23844,Wah-Wah,,2005,15,English,100,"UK, South Africa, France","Miranda Richardson, Julie Walters, Gabriel Byrne, Emily Watson",0
23849,One Day In Europe,,2005,15,"German, Spanish",93,"Spain, Germany",,0
23851,In the Heat of the Night,,1967,12,English,110,US,"Warren Oates, Sidney Poitier, Rod Steiger",0
23853,Le Ballon d'Or,The Ball of Gold,1993,PG,French,90,"Guinea, France","Salif Keita, Aboubacar Sidiki Sumah",0
23856,Mitchell & Keynon - The Football Films,,,PG,,110,UK,,0
23860,Devil in a Blue Dress,,1995,15,English,97,US,"Denzel Washington, Tom Sizemore, Jennifer Beals",0
23862,In the Company of Men,,1996,18,English,97,US,"Stacy Edwards, Matt Malloy, Aaron Eckhart",0
23867,Offside,,2006,PG,Persian,92,Iran,"Sima Mobarakshai, Shayesteh Irani, Safar Samandar",0
23871,Election,Hak se wui,2005,18,Cantonese,100,Hong Kong,"Tony Leung Kar-Fai, Simon Yam, Louis Koo",0
23876,Bound for Glory,,1976,PG,English,148,US,"Ronny Cox, Melinda Dillon, David Carradine",0
23878,Medium Cool,,1969,18,English,111,US,"Verna Bloom, Robert Forster, Peter Bonerz",0
23880,Withnail & I,,1986,15,English,107,UK,"Richard Griffiths, Richard E. Grant, Paul McGann",0
23885,Exodus Shorts 2006,,,,,110,,,0
23889,The Wind That Shakes the Barley,,2006,15,English,124,"Spain, UK, Italy, Ireland, Germany, France","Pádraic Delaney, Orla Fitzgerald, Liam Cunningham, Cillian Murphy",0
23896,Tell Them Who You Are,,2005,15,English,95,US,,0
23900,Matewan,,1989,15,,133,,,0
23904,Dumplings,Gaudzi,2004,18,"Cantonese, Mandarin",91,Hong Kong,"Tony Leung Kar-Fai, Miriam Yeung, Bai Ling",0
23909,Tony Takitani,,2005,U,Japanese,77,Japan,"Shinohara Takahumi, Miyazawa Rie, Issey Ogata",0
23915,Music-2R-Eyes,,,15,,60,,,0
23920,Lemming,,2005,15,French,130,France,"Laurent Lucas, Charlotte Rampling, Charlotte Gainsbourg, André Dussollier",0
23926,The Science of Sleep,La Science des rêves,2006,15,"English, French, Spanish",,"UK, Italy, France","Gael García Bernal, Emma de Caunes, Charlotte Gainsbourg, Alain Chabat",0
23932,Heading South,Vers le Sud,2006,15,"Creole, English, French",108,France,"Menothy César, Louise Portal, Karen Young, Charlotte Rampling",0
23936,Atomised,Elementarteilchen,2006,15,German,111,Germany,"Nina Hoss, Moritz Bleibtreu, Martina Gedeck, Franka Potente, Christian Ullmen",0
23941,Volver,,2006,15,Spanish,121,"Spain, France","Yohana Cobo, Penélope Cruz, Lola Dueñas, Carmen Maura, Blanca Portillo",0
23949,Awesome; I F**kin’ Shot That!,,2005,15,English,85,US,,0
23954,The Cave of the Yellow Dog,Die Höhle des gelben Hundes,2005,U,Mongolian,93,Germany,"Urjindorj Batchuluun, Nansal Batchuluun, Buyandulam Daramdadi Batchuluun",0
23961,Little Fish,,2005,15,"English, Vietnamese",113,Australia,"Sam Neill, Noni Hazlehurst, Hugo Weaving, Cate Blanchett",0
23965,Bloody Sunday,,2001,15,English,110,"Ireland, Great Britain","Mary Moulds, James Nesbitt, Gerard Crossan, Allan Gildea",0
23967,Michael Collins,,1966,15,English,132,"US, UK, Ireland","Liam Neeson, Julia Roberts, Ian Hart, Aidan Quinn",0
23970,Hidden Agenda,,1990,15,English,108,Great Britain,"Frances McDormand, Brian Cox, Brad Dourif",0
23979,Watership Down,,1978,U,English,92,Great Britain,,0
23981,The Neverending Story,Die unendliche Geschichte,1984,U,English,94,Germany,"Tami Stronach, Noah Hathaway, Moses Gunn, Barret Oliver",0
23983,"Quo Vadis, Baby?",,2005,15,Italian,105,Italy,"Gigio Alberti, Elio Germano, Claudia Zanella, Angela Baraldi",0
23987,The Open Road,,1924,U,,85,Great Britain,,0
23989,The Informer,,1929,PG,English,83,Great Britain,"Victor McLaglen, Preston Foster, Heather Angel",0
23990,Irish Destiny,,1926,,,73,Ireland,"Paddy Dunne Cullinan, Frances Macnamarra, Daisy Campbell, Clifford Pembroke",0
23995,The Double Life of Veronique,La Double Vie de Véronique,1991,15,"French, Polish",98,Poland,"Wladyslaw Kowalski, Philippe Volter, Irène Jacob, Claude Duneton",0
24000,Decasia,,2002,U,,67,US,,0
24002,Angel-A,,2005,15,French,86,France,"Rie Rasmussen, Jamel Debbouze, Gilbert Melki",0
24017,A Scanner Darkly,,2006,15,English,100,US,"Woody Harrelson, Winona Ryder, Robert Downey Jr., Keanu Reeves",0
24022,Princess Raccoon,Operetta tanuki goten,2005,PG,"Japanese, Mandarin",111,Japan,"Zhang Zi Yi, Mikijiro Hira, Jo Odagiri",0
24026,Forty Shades of Blue,,2004,15,English,117,US,"Rip Torn, Dina Korzun, Darren E Burrows",0
24033,Subway,,1985,15,French,102,France,"Richard Bohringer, Isabelle Adjani, Christopher Lambert",0
24036,Nikita,,1990,18,French,117,"Italy, France","Jeanne Moreau, Jean-Hughes Anglade, Jean Reno, Anne Parillaud",0
24038,The Big Blue,Le Grand bleu,1988,15,English,163,US,"Rosanna Arquette, Jean-Marc Barr, Jean Reno",0
24040,Léon – Director’s Cut,(The Professional),1994,18,English,133,France,"Natalie Portman, Jean Reno, Gary Oldman, Danny Aiello",0
24044,Renaissance,,2006,15,English,105,"Luxemburg, Great Britain, France","Romola Garai, Jonathan Pryce, Ian Holm, Daniel Craig, Catherine McCormack",0
24063,Sin City,,2005,18,English,124,US,"Mickey Rourke, Clive Owen, Bruce Willis",0
24074,Tideland,,2005,15,English,122,"Great Britain, Canada","Jodelle Ferland, Jennifer Tilly, Jeff Bridges, Janet McTeer, Brendan Fletcher",0
24118,Ballets Russes,,2005,PG,English,118,US,,0
24124,The Notorious Bettie Page,,2005,18,English,91,US,"Jared Harris, Gretchen Mol, David Strathairn, Chris Bauer",0
24129,The Death of Mr. Lazarescu,Moartea Domnului Lazarescu,2005,15,Romanian,153,Romania,"Ion Fiscuteanu, Gabriel Spahiu, Doru Ara",0
24139,Santo in the Wax Museum,Santo en el museo de cera,1963,12A,English (Dubbed),92,Mexico,"Santo, Norma Mora, Claudio Brook",0
24141,Santo vs The Invasion of the Martians,Santo contra la invasion de los marcianos,1966,12,Spanish,93,Mexico,"Wolf Ruvinskis, Santo",0
24143,Santo and Blue Demon vs the Monsters,Santo y Blue Demon vs los monstrous,1969,12A,Spanish,83,Mexico,"Santo, David Alvizu, Carlos Ancira, Blue Demon",0
24144,Tunnel-vision,,,15,,,,,0
24145,Fear and Loathing in Las Vegas,,1998,18,English,118,US,"Tobey Maguire, Johnny Depp, Benicio Del Toro",0
24146,Holes,,2003,PG,English,117,US,"Sigourney Weaver, Jon Voight, Henry Winkler",0
24148,Un Chien Andalou,An Andalusian Dog,,15,,,France,,0
24149,La Rabbia,Rage,,12,,,,,0
24150,Death Line,Raw Meat,,18,,,,"Sharon Gurney, Norman Rossington, Donald Pleasance, David Ladd",0
24151,Twins of Evil,,,18,,,,,0
24152,Bob Roberts,,,15,,,,,0
24153,The Texas Chain Saw Massacre,,1974,18,English,83,US,,0
24154,Night of the Living Dead,,1969,18,English,96,US,,0
24155,Look Both Ways,,2005,12A,English,100,Australia,"William McInnes, Justine Clarke, Anthony Hayes",0
24160,Flower of My Secret,El flor de mi secreto,1995,15,Spanish,90,"Spain, France","Rossy de Palma, Marisa Paredes, Juan Echanove, Chus Lampreave",0
24163,BBC writersroom presents: I'm With Stupid,,2006,,English,60,UK,"Paul Henshall, Mark Benton",0
24165,Little Miss Sunshine,,2006,15,English,103,US,"Steve Carrell, Toni Collette, Paul Dano, Greg Kinnear, Alan Arkin, Abigail Breslin",0
24179,Snow Cake,,2005,15,English,112,"UK, Canada","Sigourney Weaver, Emily Hampshire, Carrie Anne Moss, Alan Rickman",0
24185,Who Killed the Electric Car?,,2006,U,English,92,US,,0
24189,L'Amore,,1948,15,Italian,75,Italy,"Federico Fellini, Anna Magnani",0
24190,White Corridors,,1951,12A,English,102,Great Britain,"Petula Clark, James Donald, Googie Withers",0
24191,Three Times,Zui hao de shi guang,2005,12A,Mandarin,135,Taiwan,"Shu Qui, Liao Su-jen, Di Mei, Chang Chen",0
24204,An Inconvenient Truth,,2006,U,English,97,US,,0
24207,Considering the Institution,,,15,,,,,0
24210,Clerks II,,2006,15,English,97,US,"Trevor Fehrman, Rosario Dawson, Kevin Smith, Jeff Anderson, Brian O'Halloran",0
24218,The Fallen Idol,The Lost Illusion,1948,PG,English,95,Great Britain,"Sonia Dresdel, Ralph Richardson, Michèle Morgan, Bobby Henrey",0
24223,Reed: Insurgent Mexico,"Reed, México Insurgente",1971,,Spanish,105,Mexico,"Eraclio Zepeda, Claudio Obregón",0
24225,Regular Lovers,Les Amants Réguliers,2004,18,French,178,France,"Louis Garrel, Eric Rulliat, Clotilde Hesme",0
24234,Las vueltas del citrillo,,2005,,Spanish,97,Spain,"Vanessa Bauche, José María Yazpik, Damián Alcázar",0
24235,Zidane: A 21st Century Portrait,"Zidane, un portrait du 21e siècle",2006,PG,,91,"Iceland, France",,0
24247,Echo Park L.A.,Quinceañera,2006,15,English,90,US,"Jesse Garcia, J.R. Cruz, Emily Rios, Chalo González",0
24254,Canoa,,1976,,Spanish,115,Mexico,Salvador Sanchez,0
24259,El vampiro,,1957,15,Spanish,95,Mexico,"Gérman Robles, Ariadna Welter, Abel Salazar",0
24261,The History Boys,,2006,15,English,105,UK,"Stephen Campbell Moore, Richard Griffiths, Frances De La Tour",0
24269,Brothers of the Head,,2006,18,English,93,UK,"Tom Bower, Sean Harris",0
24274,Red Road,,2006,18,English,113,"UK, Denmark","Tony Curran, Natalie Press, Martin Compston, Kate Dickie",0
24280,Marie Antoinette,,2006,12A,English,123,US,"Rip Torn, Marianne Faithfull, Kirsten Dunst, Jason Schwartzman",0
24287,Neil Young: Heart of Gold,,2005,PG,English,104,US,,0
24292,The World,Shijie,2004,15,"Mandarin, Russian, Shanxi",140,China,"Zhao Tao, Taisheng Chan, Jue Jing",0
24300,The Third Man,,1949,PG,English,104,UK,"Orson Welles, Joseph Cotten, Alida Valli",0
24305,Freaks,,1932,12A,English,65,US,"Wallace Ford, Olga Baclanova, Harry Earles",0
24307,Johnny Cash in San Quentin,,1969,PG,,50,UK,,0
24308,Odd Man Out,,1947,PG,English,116,UK,"Robert Newton, Robert Beatty, Kathleen Ryan, James Mason",0
24312,Mountain Patrol,Kekexili: Mountain Patrol,2004,15,Mandarin,90,China,"Zhang Lei, Xueying Zhao, Qi Liang, Duobuji",0
24318,Crazy,,2000,18,German,95,Germany,"Tom Schilling, Oona-Devi Liebich, Julia Hummer",0
24321,De nadie,No One,2005,,Spanish,80,Mexico,,0
24323,Al otro lado,To the Other Side,2005,,Spanish,66,"US, Mexico",,0
24324,overexposed: Adaptation,,,18,English,,,,0
24327,Toro Negro,Black Bull,2004,,Spanish,87,Mexico,,0
24329,Platform,Zhantai,2000,15,Mandarin,155,"Hong Kong, France","Zhao Tao, Wang Hongwei, Liang Jingdong",0
24334,A Brief History of the Short,,,U,English,80,UK,,0
24335,Night of The Eagle,,1962,15,English,90,UK,"Peter Wyngarde, Margaret Johnston, Janet Blair",0
24336,Ghostwatch,,,12,,,,,0
24337,Penda's Fen,,1974,,English,,UK,,0
24338,Don't Knock the Rock,,1964,PG,English,60,,,0
24340,Pan's Labyrinth,El laberinto del fauno,2006,15,Spanish,120,"Spain, Mexico","Sergi Lopez, Maribel Verdú, Ivana Baquero, Doug Jones, Ariadna Gil",0
24346,Requiem,,2005,12A,German,92,Germany,"Sandra Hüller, Imogen Kogge, Burghart Klaussner, Anna Blomeier",0
24349,The Great Ecstasy of Robert Carmichael,,2005,18,English,107,Great Britain,"Ryan Winsley, Lesley Manville, Danny Dyer, Daniel Spencer",0
24354,Billy Liar,,1963,PG,English,98,Great Britain,"Wilfred Pickles, Tom Courtenay, Julie Christie",0
24358,Destricted,,2006,18,English,117,"US, Great Britain",,0
24363,The Host,Gwoe-mul,2006,15,Korean,120,"South Korea, Japan","Kang-Ho Song, Hie-bong Byeon, Hae-il Park, Ah-Sung Ko",0
24369,Viva Zapatero!,,2005,15,"English, Italian",76,Italy,"Sabina Guzzanti, Rory Bremner, Francesco Alberoni",0
24372,Romanzo Criminale,Crime Novel,2005,15,Italian,153,"Italy, Great Britain, France","Pierfrancesco Favino, Kim Rossi Stuart, Claudio Santamaria, Anna Mouglalis",0
24380,The Page Turner,La Tourneuse de Pages,2006,15,French,85,France,"Pascal Greggory, Julie Richalet, Déborah François, Catherine Frot",0
24385,La Bestia nel cuore,Don't Tell,2005,15,Italian,,Italy,,0
24387,Cuore Sacro,Sacred Heart,2005,15,Italian,120,Italy,"Barbara Bobulova, Andrea Di Stefano",0
24390,Man Push Cart,,2005,15,English,87,US,"Leticia Dolera, Charles Daniel Sandoval, Ahmad Razvi",0
24394,Journey to Italy,Viaggio in Italia,1954,PG,Italian,97,Italy,"Ingrid Bergman, George Sanders, Maria Mauban",0
24396,Libero,Anche libero va bene,2006,15,Italian,108,Italy,"Marta Nobili, Kim Rossi Stuart, Barbara Bobulova, Alessandro Morace",0
24399,Manuale d'amore,The Manual of Love,2005,15,Italian,116,Italy,"Sergio Rubini, Silvio Muccino, Margherita Buy, Luciana Littizzetto, Jasmine Trinca, Carlo Verdone",0
24401,The Caiman,Il Caimano,2006,15,Italian,113,Italy,"Silvio Orlando, Nanni Moretti, Michele Placido, Margherita Buy, Jasmine Trinca",0
24405,Te lo leggo negli occhi,I Can see in Your Eyes,2004,15,Italian,81,Italy,"Teresa Saponangelo, Stefania Sandrelli, Camilla di Nicola",0
24407,Breaking and Entering,,2006,15,English,118,UK,"Robin Wright Penn, Ray Winstone, Martin Freeman, Juliette Binoche, Jude Law",0
24411,Jimmy della collina,Jimmy from the Hill,2006,18,Italian,90,Italy,"Valentina Carnelutti, Nicola Adamo, Francesco Origo",0
24414,Container,,2006,15,"English, Swedish",75,Sweden,"Peter Lorentzon, Mariha Aberg, Jena Malone",0
24416,This Film is Not Yet Rated,,2006,18,English,98,US,,0
24418,The Doors Are Open,,1968,12A,English,56,Great Britain,,0
24419,Blues Off Bridge Street,,1963,12A,English,96,Great Britain,,0
24420,Jazz Divas,,,12A,English,49,Great Britain,,0
24421,The Children’s Hour,The Loudest Whisper,1961,12,English,109,US,"Shirley MacLaine, James Garner, Audrey Hepburn",0
24422,Stray Dogs,Sag-haye velgard,2004,12A,Farsi,93,Iran,"Zahe, Gol Ghotai, Agheleh Rezaie",0
24425,Teenage Britain/ Strange Girls,,,18,English,70,Great Britain,,0
24426,Hong Kong: City on a Precipice,,,15,,67,,,0
24428,The Stones in the Park,,,,,,,,0
24429,exposures 06: BBC Best of the North West - Prog 1,,2006,15,English,77,UK,Various,0
24432,exposures 06: BBC Best of the North West - Prog 2,,2006,15,English,95,UK,Various,0
24436,exposures 06: Sugar ‘n’ Spice and All Things Nice.,Part of underexposed 2006,2006,PG,English,60,UK,Various,0
24439,exposures 06: Slugs ‘n’ Snails and Puppy Dogs Tails,,2006,PG,English,60,UK,Various,0
24442,exposures 06: Slugs ‘n’ Snails and Puppy Dogs Tails  - Prog 2,,2006,15,English,80,UK,Various,0
24445,exposures 06: Treasure of Albion,,2006,U,English,,UK,Various,0
24447,exposures 06: Drama - Prog 1,,2006,15,English,66,UK,Various,0
24450,exposures 06: Drama - Prog 2,,2006,15,English,72,UK,Various,0
24453,exposures 06: Documentary - Prog 1,,2006,12A,English,60,UK,Various,0
24456,exposures 06: Documentary - Prog 2,,2006,15,English,88,UK,Various,0
24460,London to Brighton,,2006,18,English,90,UK,"Lorraine Stanley, Johnny Harris, Georgia Groome",0
24464,exposures 06: Experimental Programme,,2006,12A,English,64,UK,Various,0
24468,exposures 06: Animation Programme,,2006,18,English,66,UK,Various,0
24472,exposures 06: Bitesize cinema,,2006,,,60,,Various,0
24473,Corona Extra Best of the Fest Screening + Party,,2006,,,,,,0
24474,Shortbus,,2006,18,English,101,US,"Sook-Yin Lee, Raphael Barker, Paul Dawson, Lindsey Beamish, Justin Bond",0
24478,Keane,,2004,15,English,94,US,"Damian Lewis, Amy Ryan, Abigail Breslin",0
24481,The U.S. vs. John Lennon,,2006,12A,English,99,US,,0
24487,Leonard Cohen: I’m Your Man,,2006,PG,English,103,US,,0
24489,I Saw Ben Barka Get Killed,J’ai Vu Tuer Ben Barka,2005,12A,"Arabic, French",103,"Spain, Morocco, France","Simon Abkarian, Josiane Balasko, Jean-Pierre Léaud, Charles Berling",0
24496,Deep Water,,2006,PG,"English, French",93,UK,,0
24500,The Queen,,2006,12A,English,103,UK,"Sylvia Syms, Michael Sheen, James Cromwell, Helen Mirren",0
24504,The Wizard of Oz,,1939,U,English,98,US,"Ray Bolger, Judy Garland, Jack Haley, Bert Lahr, Frank Morgan",0
24508,Bugsy Malone,,1976,U,English,94,UK,"Scott Baio, Jodie Foster, Florie Dugger, Dexter Fletcher",0
24511,Perfume: The Story of a Murderer,,2006,15,English,147,"Spain, Germany, France","Rachel Hurd-Wood, Dustin Hoffman, Ben Whishaw, Alan Rickman",0
24516,Oliver Twist,,1948,U,English,116,UK,"Ralph Truman, Anthony Newley, Alec Guiness",0
24520,Miracle on 34th Street,,1947,U,English,96,US,"Maureen O'Hara, John Payne, Natalie Wood, Edmund Gwenn",0
24521,Special (RX) Specioprin Hydrochloride,,2005,15,English,82,US,"Paul Blackthorne, Michael Rapaport, Josh Peck",0
24524,Venus,,2006,15,English,95,UK,"Vanesa Redgrave, Richard Griffiths, Peter O'Toole, Leslie Phillips, Jodie Whittaker",0
24530,Babel,,2006,15,"Arabic, English, French, Japanese, Spanish",143,"US, Mexico","Gael García Bernal, Cate Blanchett, Brad Pitt",0
24538,Ghosts,,2006,15,"English, Mandarin",96,UK,"Zhr Wei, Shan Yu, Man Qin Wei, Ai Qui Lin",0
24542,A Prairie Home Companion,,2006,PG,English,105,US,"Tommy Lee Jones, Woody Harrelson, Meryl Streep, Lily Tomlin, Kevin Kline, Garrison Keillor",0
24549,Gabrielle,,2005,15,French,91,France,"Pascal Greggory, Isabelle Huppert",0
24554,Unseen India,,,18,,86,India,,0
24558,Indian Video Art: Between Myth and History,,,18,,66,,,0
24560,The Secret History of Indian Cinema,,,12A,,80,India,,0
24563,Into Great Silence,Die Grosse Stille,2005,,,167,Germany,,0
24568,Black Book,Zwartboek,2006,15,"Dutch, German, Hebrew",146,Netherlands,"Thom Hoffman, Sebastian Koch, Halina Reijn, Carice Van Houten",0
24575,Candy,,2006,15,English,108,Australia,"Heath Ledger, Geoffrey Rush, Abbie Cornish",0
24578,The Syrian Bride,,2004,12A,"Arabic, English, French, Hebrew, Russian",97,"Israel, Germany, France","Hiam Abbass, Clara Khoury",0
24580,Knowledge is the Beginning,Wir können nur den Hass verringern,2005,12A,"Arabic, English, German, Hebrew",90,Germany,"The West Eastern Divan Orchestra, Daniel Barenboim",0
24582,A Love to Hide,Un Amour à taire,2005,18,French,103,France,"Jérémie Renier, Bruno Todeschini",0
24583,Another Road Home,,2005,12A,"Arabic, English, Hebrew",79,"US, Israel",,0
24585,The Long Goodbye,,1973,18,English,111,US,"Sterling Hayden, Nina Van Pallandt, Elliot Gould",0
24589,What's New Pussycat?,,1965,15,English,108,"US, France","Woody Allen, Ursula Andress, Peter O'Toole",0
24591,Almost Adult,,2006,18,English,89,"Great Britain, Germany","Victoire Milandu, Ann Warrangu",0
24594,Local Call,Ne Quittez Pas,2004,12A,French,102,France,"Sergio Castellitto, Láslı Szabó, Isabelle Gélinas",0
24596,Tomorrow We Move,Demain on Déménage,2004,12A,French,110,France,"Sylvie Testud, Elsa Zylberstein, Aurore Clément",0
24598,Just Married,,2005,12A,"Arabic, Hebrew",71,Israel,,0
24600,Infamous,,2006,15,,118,US,"Sigourney Weaver, Toby Jones, Sandra Bullock, Juliet Stevenson, Isabella Rossellini, Daniel Craig",0
24606,Little Red Flowers,Kanshangqu Hen Mei,2006,12A,Mandarin,92,"Italy, China","Zhao Rui, Ning Yuanyuan, Dong Bowen, Chen Manyuan",0
24611,The African Queen,,1951,U,English,105,"US, Great Britain","Katharine Hepburn, Humphrey Bogart",0
24613,Paper Clips,,2004,U,,84,US,,0
24616,For Your Consideration,,2006,12A,,86,US,"Michael McKean, Parker Posey, Ricky Gervais, Jane Lynch, Harry Shearer, Christopher Guest, Eugene Levy, Fred Willard, Catherine O’Hara",0
24623,Old Joy,,2006,15,,76,US,"Will Oldham, Tanya Smith, Daniel London",0
24626,Casablanca,,1942,U,English,102,US,"Paul Henreid, Ingrid Bergman, Humphrey Bogart, Claude Rains",0
24633,Los Olvidados,The Young and the Damned,1950,12A,Spanish,88,Mexico,"Roberto Cobo, Miguel Inclán, Estela Inda, Alfonso Mejia",0
24636,Eternal Sunshine of the Spotless Mind,,2004,15,English,108,US,"Tom Wilkinson, Kirsten Dunst, Kate Winslet, Jim Carrey, Elijah Wood",0
24642,My Favourite Year,,1982,PG,,96,US,"Peter O'Toole, Mark Linn-Baker, Jessica Harper",0
24645,Orchestra Seats,,2006,12A,French,105,France,"Valérie Lemercier, Laura Morante, Claude Brasseur, Cécile de France, Albert Dupontel",0
24650,Belle de Jour,,1967,18,French,100,"Italy, France","Michel Piccoli, Jean Sorel, Geneviève Page, Catherine Deneuve",0
24656,The Misfits,,1960,PG,,124,US,"Montgomery Clift, Marilyn Monroe, Clark Gable",0
24664,37 Uses for a Dead Sheep,,2006,,"English, Turkish",87,UK,,0
24666,A Guide to Recognizing Your Saints,,2006,15,,99,US,"Rosario Dawson, Shia La Beouf, Robert Downey Jr., Martin Compston, Dianne Wiest, Chazz Palminteri",0
24671,Mitchell & Kenyon - Manchester and Salford Collection,,,PG,,,UK,,0
24674,Inland Empire,,2006,15,,180,US,"Naomi Watts, William H. Macy, Laura Dern, Jeremy Irons, Harry Dean Stanton, Diane Ladd",0
24682,Letters From Iwo Jima,,2006,15,Japanese,141,US,"Tsuyoshi Ihara, Ryo Kase, Ken Watanabe, Kazunari Ninomiya",0
24685,Days of Glory,Indigènes,2006,12A,"Arabic, French",128,"Mozambique, France, Belgium, Algeria","Samy Nacéri, Sami Bouajila, Roschdy Zem, Jamel Debbouze, Bernard Blancan",0
24698,Catch a Fire,,2006,12A,"Afrikaans, English, Zulu",101,"US, UK, South Africa","Tim Robbins, Derek Luke, Bonnie Mbuli",0
24706,Bamako,,2006,PG,"Bambara, French",117,"US, Mali, France","Tiécoura Traoré, Hélène Diarra, Elia Suleiman, Danny Glover, Aïssa Maïga",0
24715,Fast Food Nation,,2006,15,,113,"US, UK","Patricia Arquette, Kris Kristofferson, Greg Kinnear, Ethan Hawke, Catalina Sandino Moreno",0
24723,Manhattan,,1979,12A,,96,US,"Woody Allen, Michael Murphy, Meryl Streep, Mariel Hemingway, Diane Keaton",0
24726,Climates,Iklimler,2006,15,Turkish,102,Turkey,"Nuri Bilge Ceylan, Nazan Kirilmis, Ebru Ceylan",0
24733,Salvador,Puig Antich,2006,15,"Catalan, French, Spanish",138,"UK, Spain","Tristán Ulloa, Leonor Watling, Leonardo Sbaraglia, Ingrid Rubio, Daniel Brühl",0
24738,Alatriste,,2006,15,Spanish,135,Spain,"Unax Ugalde, Viggo Mortenson, Javier Camara, Eduardo Noriega, Eduard Fernández, Ariadna Gil",0
24742,"Buenos Aires, 1977",Crónica de una fuga,2006,15,Spanish,103,Argentina,"Rodrigo de la Serna, Pablo Echarri, Nazareno Casero",0
24747,El Violín,,2006,15,Spanish,98,Mexico,"Gerardo Taracena, Fermín Martínez, Don ángel Tavira, Dagoberto Gama",0
24753,El Aura,,2005,15,Spanish,134,Argentina,"Ricardo Darin, Pablo Cedrón, Nahuel Pérez Biscayart, Dolores Fonzi",0
24757,The Night of the Sunflowers,La Noche de los girasoles,2006,15,Spanish,123,"Spain, Poland, France","Mariano Alameda, Walter Vidarte, Manuel Morón, Judith Diakhate, Celso Bugallo, Carmelo Gómez",0
24764,Tu vida en 65',Your Life in 65’,2006,15,Spanish,100,Spain,"Oriol Vila, Tamara Arias, Nuria Gago, Marc Rodríguez, Javier Pereira, Irene Montalà",0
24767,La Educación de las hadas,,2006,12A,"French, Spanish",103,"Spain, Portugal, France, Argentina","Victor Valdivia, Ricardo Darin, Irène Jacob, Bebe",0
24770,Soñar no cuesta nada,A Ton of Luck,2006,18,Spanish,96,"Colombia, Argentina","Manuel José Chaves, Juan Sebastian Aragon, Diego Cadavid, Carlos Manuel Vesga",0
24774,Remake,,2006,15,Spanish,95,"Spain, Argentina","Silvia Munt, Marta Etura, Juan Diego, Eusebio Poncela, Alex Brendemühl",0
24779,El Camino de San Diego,,2006,15,Spanish,98,"Spain, Argentina","María Marta Alvez, Ignacio Benítez, Carlos Wagner La Bella",0
24783,Born and Bred,Nacido y criado,2006,15,,100,"UK, Spain, France, Chile, Argentina","Martina Gusman, Guillermo Pfening, Federico Esquerro",0
24787,azuloscurocasinegro,darkbluealmostblack,2006,15,Spanish,105,Spain,"Raúl Arévelo, Quim Gutiérrez, Marta Etura, Antonio de la Torre",0
24792,Volando Voy,My Quick Way Out,2005,15,Spanish,115,Spain,"Mariola Fuentes, Fernando Tejero, Borja Navas, Alex Casanovas",0
24796,Honor de cavalleria,Honor of the Knights - Quixotic,2006,12A,Catalan,110,Spain,"Lluís Serrat, Lluís Carbó, Albert Pla",0
24801,La Silla,The Chair,2006,15,Spanish,97,Spain,"Ulises Dumont, Gonzalo Cunill, Francesc Orella, Francesc Garrido",0
24806,"Un Franco, 14 Pesetas",Crossing Borders,2005,12A,Spanish,96,Spain,"Nieve de Medina, Javier Gutiérrez, Carlos Iglesias",0
